epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1644946395225,2022-02-15T11:33:15.225,4.522,-0.162,1.041,0.203
1644946395305,2022-02-15T11:33:15.305,4.602,-0.186,1.010,0.214
1644946395386,2022-02-15T11:33:15.386,4.683,-0.063,0.968,0.203
1644946395466,2022-02-15T11:33:15.466,4.763,-0.066,0.980,0.191
1644946395548,2022-02-15T11:33:15.548,4.845,-0.025,0.949,0.131
1644946395629,2022-02-15T11:33:15.629,4.926,-0.009,0.935,0.093
1644946395710,2022-02-15T11:33:15.710,5.007,0.002,0.957,0.062
1644946395790,2022-02-15T11:33:15.790,5.087,-0.013,1.023,0.124
1644946395871,2022-02-15T11:33:15.871,5.168,-0.047,1.063,0.391
1644946395951,2022-02-15T11:33:15.951,5.248,-0.162,0.877,0.339
1644946396032,2022-02-15T11:33:16.032,5.329,0.120,1.043,0.228
1644946396112,2022-02-15T11:33:16.112,5.409,0.042,0.908,0.150
1644946396194,2022-02-15T11:33:16.194,5.491,-0.076,0.957,0.169
1644946396275,2022-02-15T11:33:16.275,5.572,0.015,1.018,0.158
1644946396355,2022-02-15T11:33:16.355,5.652,0.076,0.964,0.101
1644946396436,2022-02-15T11:33:16.436,5.733,0.047,0.969,0.163
1644946396517,2022-02-15T11:33:16.517,5.814,0.065,0.897,0.248
1644946396597,2022-02-15T11:33:16.597,5.894,-0.279,1.187,0.476
1644946396678,2022-02-15T11:33:16.678,5.975,-0.069,0.872,0.337
1644946396758,2022-02-15T11:33:16.758,6.055,-0.424,0.771,0.431
1644946396840,2022-02-15T11:33:16.840,6.137,-0.260,0.749,0.507
1644946396921,2022-02-15T11:33:16.921,6.218,-0.178,0.491,0.545
1644946397001,2022-02-15T11:33:17.001,6.298,-0.147,0.684,0.466
1644946397082,2022-02-15T11:33:17.082,6.379,-0.008,0.717,0.473
1644946397163,2022-02-15T11:33:17.163,6.460,-0.157,0.655,0.775
1644946397243,2022-02-15T11:33:17.243,6.540,-0.149,0.706,0.754
1644946397324,2022-02-15T11:33:17.324,6.621,-0.199,0.512,0.787
1644946397406,2022-02-15T11:33:17.406,6.703,-0.113,0.433,0.845
1644946397486,2022-02-15T11:33:17.486,6.783,0.023,0.326,0.672
1644946397567,2022-02-15T11:33:17.567,6.864,-0.354,-0.028,0.414
1644946397647,2022-02-15T11:33:17.647,6.944,-0.860,0.052,0.301
1644946397728,2022-02-15T11:33:17.728,7.025,-0.836,0.604,0.083
1644946397809,2022-02-15T11:33:17.809,7.106,-0.773,0.482,-0.092
1644946397889,2022-02-15T11:33:17.889,7.186,-2.027,0.703,-0.610
1644946397970,2022-02-15T11:33:17.970,7.267,-1.719,0.526,-0.709
1644946398052,2022-02-15T11:33:18.052,7.349,0.015,0.297,-0.778
1644946398132,2022-02-15T11:33:18.132,7.429,-0.865,0.330,-0.916
1644946398213,2022-02-15T11:33:18.213,7.510,-0.803,0.356,-0.859
1644946398293,2022-02-15T11:33:18.293,7.590,-0.679,0.247,-0.760
1644946398374,2022-02-15T11:33:18.374,7.671,-0.589,0.133,-0.721
1644946398455,2022-02-15T11:33:18.455,7.752,-0.547,0.201,-0.812
1644946398535,2022-02-15T11:33:18.535,7.832,-0.547,0.281,-0.808
1644946398617,2022-02-15T11:33:18.617,7.914,-0.527,0.308,-0.806
1651237854697,2022-04-29T08:10:54.697,6291464.000,-0.496,0.337,-0.806
1651237854778,2022-04-29T08:10:54.778,6291464.000,-0.495,0.378,-0.850
1651237854858,2022-04-29T08:10:54.858,6291464.000,-0.476,0.387,-0.829
1651237854939,2022-04-29T08:10:54.939,6291464.000,-0.395,0.522,-0.788
1651237855019,2022-04-29T08:10:55.019,6291464.000,-0.402,0.595,-0.836
1651237855100,2022-04-29T08:10:55.100,6291464.000,-0.339,0.660,-0.754
1651237855180,2022-04-29T08:10:55.180,6291464.500,-0.399,0.725,-0.667
1651237855262,2022-04-29T08:10:55.262,6291464.500,-0.396,0.797,-0.575
1651237855343,2022-04-29T08:10:55.343,6291464.500,-0.455,0.815,-0.479
1651237855424,2022-04-29T08:10:55.424,6291464.500,-0.580,0.768,-0.458
1651237855504,2022-04-29T08:10:55.504,6291464.500,-0.390,0.939,-0.450
1651237855585,2022-04-29T08:10:55.585,6291464.500,-0.794,0.892,-0.158
1651237855665,2022-04-29T08:10:55.665,6291465.000,-0.683,0.806,-0.162
1651237855746,2022-04-29T08:10:55.746,6291465.000,-0.418,0.719,-0.221
1651237855828,2022-04-29T08:10:55.828,6291465.000,-0.375,0.884,-0.100
1651237855908,2022-04-29T08:10:55.908,6291465.000,-0.651,1.049,0.027
1651237855989,2022-04-29T08:10:55.989,6291465.000,-0.312,1.484,0.242
1651237856070,2022-04-29T08:10:56.070,6291465.000,0.019,1.104,0.361
1651237856150,2022-04-29T08:10:56.150,6291465.000,0.043,0.913,0.411
1651237856231,2022-04-29T08:10:56.231,6291465.500,-0.057,0.779,0.428
1651237856311,2022-04-29T08:10:56.311,6291465.500,-0.081,0.805,0.514
1651237856392,2022-04-29T08:10:56.392,6291465.500,-0.071,0.564,0.545
1651237856474,2022-04-29T08:10:56.474,6291465.500,-0.068,0.534,0.458
1651237856554,2022-04-29T08:10:56.554,6291465.500,-0.041,0.727,0.452
1651237856635,2022-04-29T08:10:56.635,6291465.500,-0.143,0.747,0.514
1651237856716,2022-04-29T08:10:56.716,6291466.000,-0.260,0.608,0.369
1651237856796,2022-04-29T08:10:56.796,6291466.000,-0.167,0.566,0.183
1651237856877,2022-04-29T08:10:56.877,6291466.000,-0.015,1.152,0.365
1651237856957,2022-04-29T08:10:56.957,6291466.000,-0.110,1.205,0.701
1651237857039,2022-04-29T08:10:57.039,6291466.000,0.233,0.755,0.728
1651237857120,2022-04-29T08:10:57.120,6291466.000,0.070,0.586,0.481
1651237857200,2022-04-29T08:10:57.200,6291467.000,-0.021,0.763,0.281
1651237857281,2022-04-29T08:10:57.281,6291467.000,-0.044,0.999,0.305
1651237857362,2022-04-29T08:10:57.362,6291467.000,-0.046,1.014,0.304
1651237857442,2022-04-29T08:10:57.442,6291467.000,-0.020,0.983,0.197
1651237857523,2022-04-29T08:10:57.523,6291467.000,0.012,0.967,0.118
1651237857603,2022-04-29T08:10:57.603,6291467.000,-0.105,1.120,0.052
1651237857685,2022-04-29T08:10:57.685,6291467.000,-0.063,0.894,0.278
1651237857766,2022-04-29T08:10:57.766,6291467.500,-0.140,0.951,0.434
1651237857846,2022-04-29T08:10:57.846,6291467.500,-0.171,1.025,0.302
1651237857927,2022-04-29T08:10:57.927,6291467.500,-0.051,0.934,0.193
1651237858008,2022-04-29T08:10:58.008,6291467.500,-0.048,0.966,0.160
1651237858088,2022-04-29T08:10:58.088,6291467.500,-0.072,0.942,0.146
1651237858169,2022-04-29T08:10:58.169,6291467.500,-0.123,0.950,0.105
1651237858249,2022-04-29T08:10:58.249,6291468.000,-0.134,1.012,0.078
1651237858331,2022-04-29T08:10:58.331,6291468.000,-0.003,1.159,0.013
1651237858412,2022-04-29T08:10:58.412,6291468.000,-0.019,1.081,0.097
1651237858492,2022-04-29T08:10:58.492,6291468.000,-0.241,0.784,0.240
1651237858573,2022-04-29T08:10:58.573,6291468.000,0.086,0.963,0.145
1651237858654,2022-04-29T08:10:58.654,6291468.000,-0.063,0.992,0.211
1651237858734,2022-04-29T08:10:58.734,6291468.000,0.047,0.988,0.197
1651237858815,2022-04-29T08:10:58.815,6291468.500,0.117,0.978,0.117
1651237858895,2022-04-29T08:10:58.895,6291468.500,-0.026,0.989,0.120
1651237858977,2022-04-29T08:10:58.977,6291468.500,-0.014,1.007,0.129
1651237859058,2022-04-29T08:10:59.058,6291468.500,-0.005,0.986,0.130
1651237859138,2022-04-29T08:10:59.138,6291468.500,-0.031,0.967,0.149
1651237859219,2022-04-29T08:10:59.219,6291468.500,-0.019,0.986,0.173
1651237859300,2022-04-29T08:10:59.300,6291469.000,-0.001,0.976,0.173
1651237859380,2022-04-29T08:10:59.380,6291469.000,-0.066,0.945,0.168
1651237859461,2022-04-29T08:10:59.461,6291469.000,-0.080,1.021,0.179
1651237859541,2022-04-29T08:10:59.541,6291469.000,-0.011,1.067,0.126
1651237859623,2022-04-29T08:10:59.623,6291469.000,0.047,0.943,0.132
1651237859704,2022-04-29T08:10:59.704,6291469.000,0.142,0.902,0.192
1651237859784,2022-04-29T08:10:59.784,6291469.500,0.150,0.928,0.188
1651237859865,2022-04-29T08:10:59.865,6291469.500,0.100,0.948,0.197
1651237859946,2022-04-29T08:10:59.946,6291469.500,-0.030,1.074,0.171
1651237860026,2022-04-29T08:11:00.026,6291469.500,-0.233,0.932,0.186
1651237860107,2022-04-29T08:11:00.107,6291469.500,-0.184,0.914,0.192
1651237860189,2022-04-29T08:11:00.189,6291469.500,-0.228,0.993,0.170
1651237860269,2022-04-29T08:11:00.269,6291469.500,-0.140,1.053,0.104
1651237860350,2022-04-29T08:11:00.350,6291470.000,-0.098,1.038,0.063
1651237860430,2022-04-29T08:11:00.430,6291470.000,-0.063,0.992,0.113
1651237860511,2022-04-29T08:11:00.511,6291470.000,-0.114,0.956,0.112
1651237860592,2022-04-29T08:11:00.592,6291470.000,-0.088,0.887,0.077
1651237860672,2022-04-29T08:11:00.672,6291470.000,-0.066,0.923,0.059
1651237860753,2022-04-29T08:11:00.753,6291470.000,-0.012,1.209,0.035
1651237860835,2022-04-29T08:11:00.835,6291470.500,-0.223,0.857,0.242
1651237860915,2022-04-29T08:11:00.915,6291470.500,-0.029,0.879,0.353
1651237860996,2022-04-29T08:11:00.996,6291470.500,0.061,1.013,0.251
1651237861076,2022-04-29T08:11:01.076,6291470.500,-0.174,0.841,0.199
1651237861157,2022-04-29T08:11:01.157,6291470.500,-0.045,0.888,0.229
1651237861238,2022-04-29T08:11:01.238,6291470.500,-0.092,1.020,0.210
1651237861318,2022-04-29T08:11:01.318,6291471.000,-0.116,0.875,0.172
1651237861399,2022-04-29T08:11:01.399,6291471.000,0.062,0.368,0.297
1651237861481,2022-04-29T08:11:01.481,6291471.000,-0.317,0.476,0.405
1651237861561,2022-04-29T08:11:01.561,6291471.000,0.182,0.991,0.701
1651237861642,2022-04-29T08:11:01.642,6291471.000,-0.065,0.781,0.754
1651237861722,2022-04-29T08:11:01.722,6291471.000,-0.148,0.681,0.657
1651237861803,2022-04-29T08:11:01.803,6291471.000,-0.093,0.679,0.524
1651237861884,2022-04-29T08:11:01.884,6291471.500,0.070,0.832,0.555
1651237861964,2022-04-29T08:11:01.964,6291471.500,0.354,0.801,0.648
1651237862045,2022-04-29T08:11:02.045,6291471.500,0.858,-0.074,0.375
1651237862127,2022-04-29T08:11:02.127,6291471.500,0.774,0.490,0.374
1651237862207,2022-04-29T08:11:02.207,6291471.500,2.399,1.452,0.215
1651237862288,2022-04-29T08:11:02.288,6291471.500,1.370,0.284,0.336
1651237862368,2022-04-29T08:11:02.368,6291472.000,0.347,0.111,-0.126
1651237862449,2022-04-29T08:11:02.449,6291472.000,1.298,0.749,-0.083
1651237862530,2022-04-29T08:11:02.530,6291472.000,0.812,0.512,0.127
1651237862610,2022-04-29T08:11:02.610,6291472.000,0.727,0.511,0.151
1651237862692,2022-04-29T08:11:02.692,6291472.000,0.916,0.507,0.171
1651237862773,2022-04-29T08:11:02.773,6291472.000,0.857,0.497,0.183
1651237862853,2022-04-29T08:11:02.853,6291472.500,0.826,0.540,0.209
1651237862934,2022-04-29T08:11:02.934,6291472.500,0.825,0.529,0.258
1651237863014,2022-04-29T08:11:03.014,6291472.500,0.948,0.532,0.335
1651237863095,2022-04-29T08:11:03.095,6291472.500,1.066,0.826,0.399
1651237863176,2022-04-29T08:11:03.176,6291472.500,1.100,0.886,0.496
1651237863256,2022-04-29T08:11:03.256,6291472.500,1.078,0.860,0.477
1651237863338,2022-04-29T08:11:03.338,6291472.500,0.769,0.571,0.313
1651237863419,2022-04-29T08:11:03.419,6291473.000,0.412,0.245,0.294
1651237863499,2022-04-29T08:11:03.499,6291473.000,0.253,0.142,0.404
1651237863580,2022-04-29T08:11:03.580,6291473.000,0.053,0.224,0.488
1651237863660,2022-04-29T08:11:03.660,6291473.000,-0.238,0.248,0.655
1651237863741,2022-04-29T08:11:03.741,6291473.000,-0.552,0.040,0.836
1651237863822,2022-04-29T08:11:03.822,6291473.000,-0.118,0.071,0.878
1651237863902,2022-04-29T08:11:03.902,6291473.500,-0.096,0.356,1.144
1651237863984,2022-04-29T08:11:03.984,6291473.500,-0.197,0.293,1.289
1651237864065,2022-04-29T08:11:04.065,6291473.500,-0.222,0.238,1.121
1651237864145,2022-04-29T08:11:04.145,6291473.500,-0.171,0.208,0.964
1651237864226,2022-04-29T08:11:04.226,6291473.500,-0.142,0.319,0.841
1651237864306,2022-04-29T08:11:04.306,6291473.500,-0.101,0.486,0.766
1651237864387,2022-04-29T08:11:04.387,6291474.000,-0.065,0.678,0.721
1651237864468,2022-04-29T08:11:04.468,6291474.000,0.009,0.708,0.697
1651237864550,2022-04-29T08:11:04.550,6291474.000,0.118,0.676,0.579
1651237864630,2022-04-29T08:11:04.630,6291474.000,-0.233,0.935,0.428
1651237864711,2022-04-29T08:11:04.711,6291474.000,-0.215,1.116,0.448
1651237864791,2022-04-29T08:11:04.791,6291474.000,-0.128,0.994,0.286
1651237864872,2022-04-29T08:11:04.872,6291474.000,-0.189,0.917,0.181
1651237864952,2022-04-29T08:11:04.952,6291474.500,-0.279,0.904,0.170
1651237865033,2022-04-29T08:11:05.033,6291474.500,-0.222,0.958,0.167
1651237865114,2022-04-29T08:11:05.114,6291474.500,-0.194,0.999,0.125
1651237865196,2022-04-29T08:11:05.196,6291474.500,-0.212,0.952,0.122
1651237865276,2022-04-29T08:11:05.276,6291474.500,-0.254,0.975,0.121
1651237865357,2022-04-29T08:11:05.357,6291474.500,-0.256,0.978,0.104
1651237865437,2022-04-29T08:11:05.437,6291475.000,-0.178,0.928,0.114
1651237865518,2022-04-29T08:11:05.518,6291475.000,-0.147,0.989,0.121
1651237865598,2022-04-29T08:11:05.598,6291475.000,-0.142,1.067,0.105
1651237865679,2022-04-29T08:11:05.679,6291475.000,-0.195,0.919,0.157
1651237865760,2022-04-29T08:11:05.760,6291475.000,0.029,0.952,0.225
1651237865842,2022-04-29T08:11:05.842,6291475.000,0.096,0.969,0.219
1651237865922,2022-04-29T08:11:05.922,6291475.500,-0.033,0.983,0.192
1651237866003,2022-04-29T08:11:06.003,6291475.500,-0.069,0.970,0.206
1651237866083,2022-04-29T08:11:06.083,6291475.500,-0.082,0.983,0.173
1651237866164,2022-04-29T08:11:06.164,6291475.500,-0.020,0.947,0.142
1651237866244,2022-04-29T08:11:06.244,6291475.500,-0.020,0.935,0.124
1651237866325,2022-04-29T08:11:06.325,6291475.500,-0.083,0.967,0.089
1651237866406,2022-04-29T08:11:06.406,6291475.500,-0.146,1.065,0.041
1651237866488,2022-04-29T08:11:06.488,6291476.000,-0.098,1.215,0.172
1651237866568,2022-04-29T08:11:06.568,6291476.000,0.177,0.816,0.405
1651237866649,2022-04-29T08:11:06.649,6291476.000,-0.316,0.873,0.356
1651237866729,2022-04-29T08:11:06.729,6291476.000,-0.210,0.932,0.365
1651237866810,2022-04-29T08:11:06.810,6291476.000,-0.146,0.857,0.332
1651237866890,2022-04-29T08:11:06.890,6291476.000,-0.151,0.901,0.338
1651237866971,2022-04-29T08:11:06.971,6291476.500,-0.167,0.940,0.283
1651237867052,2022-04-29T08:11:07.052,6291476.500,-0.191,0.929,0.248
1651237867134,2022-04-29T08:11:07.134,6291476.500,-0.118,0.979,0.235
1651237867214,2022-04-29T08:11:07.214,6291476.500,-0.050,0.998,0.233
1651237867295,2022-04-29T08:11:07.295,6291476.500,-0.101,0.963,0.229
1651237867375,2022-04-29T08:11:07.375,6291476.500,-0.086,0.958,0.212
1651237867456,2022-04-29T08:11:07.456,6291477.000,-0.056,0.982,0.180
1651237867536,2022-04-29T08:11:07.536,6291477.000,-0.084,0.987,0.162
1651237867617,2022-04-29T08:11:07.617,6291477.000,-0.084,0.977,0.164
1651237867698,2022-04-29T08:11:07.698,6291477.000,-0.088,0.974,0.160
1651237867780,2022-04-29T08:11:07.780,6291477.000,-0.082,0.980,0.153
1651237867860,2022-04-29T08:11:07.860,6291477.000,-0.070,0.974,0.145
1651237867941,2022-04-29T08:11:07.941,6291477.000,-0.079,0.974,0.136
1651237868021,2022-04-29T08:11:08.021,6291477.500,-0.078,0.979,0.133
1651237868102,2022-04-29T08:11:08.102,6291477.500,-0.082,0.981,0.131
1651237868182,2022-04-29T08:11:08.182,6291477.500,-0.081,0.983,0.132
1651237868263,2022-04-29T08:11:08.263,6291477.500,-0.071,0.981,0.133
1651237868344,2022-04-29T08:11:08.344,6291477.500,-0.065,0.978,0.138
1651237868426,2022-04-29T08:11:08.426,6291477.500,-0.066,0.977,0.137
1651237868506,2022-04-29T08:11:08.506,6291478.000,-0.066,0.988,0.126
1651237868587,2022-04-29T08:11:08.587,6291478.000,-0.081,0.985,0.119
1651237868667,2022-04-29T08:11:08.667,6291478.000,-0.102,0.979,0.122
1651237868748,2022-04-29T08:11:08.748,6291478.000,-0.087,0.984,0.124
1651237868828,2022-04-29T08:11:08.828,6291478.000,-0.059,0.975,0.119
1651237868909,2022-04-29T08:11:08.909,6291478.000,-0.044,0.975,0.121
1651237868990,2022-04-29T08:11:08.990,6291478.500,-0.049,0.985,0.112
1651237869072,2022-04-29T08:11:09.072,6291478.500,-0.056,0.984,0.111
1651237869152,2022-04-29T08:11:09.152,6291478.500,-0.056,0.978,0.128
1651237869233,2022-04-29T08:11:09.233,6291478.500,-0.026,0.970,0.132
1651237869313,2022-04-29T08:11:09.313,6291478.500,-0.029,0.973,0.126
1651237869394,2022-04-29T08:11:09.394,6291478.500,-0.055,0.975,0.124
1651237869474,2022-04-29T08:11:09.474,6291478.500,-0.059,0.981,0.120
1651237869555,2022-04-29T08:11:09.555,6291479.000,-0.050,0.991,0.114
1651237869636,2022-04-29T08:11:09.636,6291479.000,-0.065,0.982,0.110
1651237869718,2022-04-29T08:11:09.718,6291479.000,-0.050,0.968,0.106
1651237869798,2022-04-29T08:11:09.798,6291479.000,-0.075,0.987,0.108
1651237869879,2022-04-29T08:11:09.879,6291479.000,-0.039,1.006,0.082
1651237869959,2022-04-29T08:11:09.959,6291479.000,0.006,1.000,0.081
1651237870040,2022-04-29T08:11:10.040,6291479.500,0.015,0.977,0.102
1651237870120,2022-04-29T08:11:10.120,6291479.500,0.041,1.032,0.123
1651237870201,2022-04-29T08:11:10.201,6291479.500,0.035,1.058,0.138
1651237870282,2022-04-29T08:11:10.282,6291479.500,-0.054,0.946,0.161
1651237870364,2022-04-29T08:11:10.364,6291479.500,-0.113,0.913,0.139
