epoch (ms),time (-11:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638655327107,2021-12-04T16:02:07.107,8.480,-4.756,-12.073,26.951
1638655327147,2021-12-04T16:02:07.147,8.520,-7.866,-17.866,10.427
1638655327188,2021-12-04T16:02:07.188,8.561,-9.024,-19.268,-5.671
1638655327227,2021-12-04T16:02:07.227,8.600,-3.780,-18.598,-14.207
1638655327268,2021-12-04T16:02:07.268,8.641,-0.305,-20.305,-12.683
1638655327308,2021-12-04T16:02:07.308,8.681,1.280,-27.256,-7.622
1638655327349,2021-12-04T16:02:07.349,8.722,5.732,-25.976,-6.341
1638655327390,2021-12-04T16:02:07.390,8.763,7.927,-18.354,-8.963
1638655327429,2021-12-04T16:02:07.429,8.802,5.061,-19.634,-13.049
1638655327470,2021-12-04T16:02:07.470,8.843,6.890,-24.634,-17.317
1638655327510,2021-12-04T16:02:07.510,8.883,12.683,-31.098,-15.061
1638655327551,2021-12-04T16:02:07.551,8.924,15.915,-42.561,-2.195
1638655327590,2021-12-04T16:02:07.590,8.963,11.951,-54.268,16.524
1638655327631,2021-12-04T16:02:07.631,9.004,-0.976,-59.939,19.207
1638655327672,2021-12-04T16:02:07.672,9.045,-7.012,-56.768,2.317
1638655327712,2021-12-04T16:02:07.712,9.085,-2.988,-42.805,-6.220
1638655327753,2021-12-04T16:02:07.753,9.126,-2.195,-43.902,-4.085
1638655327793,2021-12-04T16:02:07.793,9.166,-3.963,-60.488,-10.305
1638655327834,2021-12-04T16:02:07.834,9.207,0.488,-71.646,-28.232
1638655327873,2021-12-04T16:02:07.873,9.246,4.390,-75.305,-38.293
1638655327914,2021-12-04T16:02:07.914,9.287,0.366,-74.817,-36.585
1638655327955,2021-12-04T16:02:07.955,9.328,-4.024,-74.695,-27.561
1638655327995,2021-12-04T16:02:07.995,9.368,-4.817,-74.512,-21.402
1638655328036,2021-12-04T16:02:08.036,9.409,-0.244,-76.159,-23.720
1638655328075,2021-12-04T16:02:08.075,9.448,8.171,-77.012,-25.671
1638655328116,2021-12-04T16:02:08.116,9.489,17.805,-81.646,-26.524
1638655328156,2021-12-04T16:02:08.156,9.529,18.232,-81.280,-26.341
1638655328197,2021-12-04T16:02:08.197,9.570,16.524,-77.500,-19.634
1638655328238,2021-12-04T16:02:08.238,9.611,15.122,-71.341,-15.793
1638655328277,2021-12-04T16:02:08.277,9.650,11.829,-60.488,-15.366
1638655328318,2021-12-04T16:02:08.318,9.691,11.220,-51.280,-14.207
1638655328358,2021-12-04T16:02:08.358,9.731,11.890,-52.561,-14.878
1638655328399,2021-12-04T16:02:08.399,9.772,14.085,-60.610,-16.646
1638655328439,2021-12-04T16:02:08.439,9.812,15.610,-58.476,-22.683
1638655328480,2021-12-04T16:02:08.480,9.853,14.939,-54.085,-28.415
1638655328519,2021-12-04T16:02:08.519,9.892,13.902,-42.500,-27.561
1638655328560,2021-12-04T16:02:08.560,9.933,15.671,-26.037,-20.305
1638655328601,2021-12-04T16:02:08.601,9.974,17.012,-27.805,-8.963
1638655328641,2021-12-04T16:02:08.641,10.014,15.061,-30.549,-2.805
1638655328682,2021-12-04T16:02:08.682,10.055,11.890,-25.000,-1.220
1638655328721,2021-12-04T16:02:08.721,10.094,8.415,-17.988,0.427
1638655328762,2021-12-04T16:02:08.762,10.135,5.488,-14.207,3.049
1638655328802,2021-12-04T16:02:08.802,10.175,5.488,-11.524,3.049
1638655328843,2021-12-04T16:02:08.843,10.216,6.768,-8.902,0.305
1638655328884,2021-12-04T16:02:08.884,10.257,6.220,-9.451,-1.341
1638655328923,2021-12-04T16:02:08.923,10.296,4.024,-10.183,-1.829
1638655328964,2021-12-04T16:02:08.964,10.337,1.402,-10.183,-1.220
1638655329004,2021-12-04T16:02:09.004,10.377,0.061,-8.963,1.646
1638655329045,2021-12-04T16:02:09.045,10.418,-0.488,-5.305,4.634
1638655329085,2021-12-04T16:02:09.085,10.458,-1.768,-6.098,7.805
1638655329126,2021-12-04T16:02:09.126,10.499,0.183,-10.671,9.756
1638655329165,2021-12-04T16:02:09.165,10.538,2.561,-12.012,7.500
1638655329206,2021-12-04T16:02:09.206,10.579,2.805,-15.366,5.549
1638655329247,2021-12-04T16:02:09.247,10.620,3.232,-16.951,5.549
1638655329287,2021-12-04T16:02:09.287,10.660,0.793,-22.561,4.390
1638655329328,2021-12-04T16:02:09.328,10.701,-1.646,-29.878,3.720
1638655329367,2021-12-04T16:02:09.367,10.740,-0.854,-32.622,1.951
1638655329408,2021-12-04T16:02:09.408,10.781,0.305,-32.073,-1.463
1638655329448,2021-12-04T16:02:09.448,10.821,-0.061,-29.878,-1.402
1638655329489,2021-12-04T16:02:09.489,10.862,0.488,-26.951,0.244
1638655329530,2021-12-04T16:02:09.530,10.903,1.707,-26.280,0.061
1638655329569,2021-12-04T16:02:09.569,10.942,2.378,-30.549,-1.829
1638655329610,2021-12-04T16:02:09.610,10.983,2.988,-33.841,-5.000
1638655329650,2021-12-04T16:02:09.650,11.023,2.317,-35.061,-5.122
1638655329691,2021-12-04T16:02:09.691,11.064,0.732,-37.988,-4.512
1638655329731,2021-12-04T16:02:09.731,11.104,0.305,-36.768,-5.793
1638655329772,2021-12-04T16:02:09.772,11.145,-0.488,-34.207,-6.890
1638655329811,2021-12-04T16:02:09.811,11.184,-1.585,-33.293,-8.171
1638655329852,2021-12-04T16:02:09.852,11.225,-2.012,-33.963,-10.732
1638655329893,2021-12-04T16:02:09.893,11.266,-0.427,-34.756,-13.354
1638655329933,2021-12-04T16:02:09.933,11.306,2.012,-34.146,-14.573
1638655329974,2021-12-04T16:02:09.974,11.347,2.500,-31.341,-13.537
1638655330013,2021-12-04T16:02:10.013,11.386,0.366,-26.707,-9.939
1638655330054,2021-12-04T16:02:10.054,11.427,0.488,-21.098,-5.488
1638655330094,2021-12-04T16:02:10.094,11.467,1.890,-15.549,-1.829
1638655330135,2021-12-04T16:02:10.135,11.508,1.768,-12.012,-1.402
1638655330176,2021-12-04T16:02:10.176,11.549,3.841,-9.085,-3.110
1638655330215,2021-12-04T16:02:10.215,11.588,3.171,-9.573,-4.512
1638655330256,2021-12-04T16:02:10.256,11.629,1.341,-12.988,-4.451
1638655330296,2021-12-04T16:02:10.296,11.669,1.402,-16.341,-4.878
1638655330337,2021-12-04T16:02:10.337,11.710,1.951,-17.622,-5.549
1638655330377,2021-12-04T16:02:10.377,11.750,1.890,-15.732,-5.061
1638655330418,2021-12-04T16:02:10.418,11.791,3.659,-12.500,-2.683
1638655330459,2021-12-04T16:02:10.459,11.832,3.841,-7.866,1.098
1638655330498,2021-12-04T16:02:10.498,11.871,2.866,-1.707,3.354
1638655330539,2021-12-04T16:02:10.539,11.912,3.598,2.561,5.122
1638655330579,2021-12-04T16:02:10.579,11.952,3.476,3.659,7.744
1638655330620,2021-12-04T16:02:10.620,11.993,3.415,4.085,9.207
1638655330659,2021-12-04T16:02:10.659,12.032,5.244,5.244,10.122
1638655330700,2021-12-04T16:02:10.700,12.073,5.122,6.707,13.598
1638655330741,2021-12-04T16:02:10.741,12.114,5.427,4.756,16.220
1638655330781,2021-12-04T16:02:10.781,12.154,8.537,2.256,12.195
1638655330822,2021-12-04T16:02:10.822,12.195,11.159,-1.159,4.207
1638655330861,2021-12-04T16:02:10.861,12.234,11.098,-8.902,-2.622
1638655330902,2021-12-04T16:02:10.902,12.275,9.085,-16.037,-7.378
1638655330942,2021-12-04T16:02:10.942,12.315,6.829,-19.451,-9.207
1638655330983,2021-12-04T16:02:10.983,12.356,5.183,-20.000,-7.561
1638655331023,2021-12-04T16:02:11.023,12.396,3.049,-17.012,-3.720
1638655331064,2021-12-04T16:02:11.064,12.437,1.037,-10.671,-0.610
1638655331105,2021-12-04T16:02:11.105,12.478,-1.341,-4.817,2.012
1638655331144,2021-12-04T16:02:11.144,12.517,-1.463,-3.598,3.232
1638655331185,2021-12-04T16:02:11.185,12.558,-1.890,-3.780,2.439
1638655331225,2021-12-04T16:02:11.225,12.598,-2.744,-5.915,0.000
1638655331266,2021-12-04T16:02:11.266,12.639,-1.890,-10.244,-4.085
1638655331305,2021-12-04T16:02:11.305,12.678,0.427,-13.780,-7.012
1638655331346,2021-12-04T16:02:11.346,12.719,1.951,-12.927,-7.256
1638655331387,2021-12-04T16:02:11.387,12.760,2.622,-8.963,-4.817
1638655331427,2021-12-04T16:02:11.427,12.800,0.549,-4.207,-0.061
1638655331468,2021-12-04T16:02:11.468,12.841,-1.768,1.585,4.878
1638655331507,2021-12-04T16:02:11.507,12.880,-1.768,8.232,6.829
1638655331548,2021-12-04T16:02:11.548,12.921,-1.341,10.366,6.098
1638655331588,2021-12-04T16:02:11.588,12.961,0.244,8.171,4.085
1638655331629,2021-12-04T16:02:11.629,13.002,1.280,5.671,1.646
1638655331670,2021-12-04T16:02:11.670,13.043,0.427,2.683,0.427
1638655331710,2021-12-04T16:02:11.710,13.083,-0.183,1.280,0.610
1638655331751,2021-12-04T16:02:11.751,13.124,0.305,2.195,1.098
1638655331790,2021-12-04T16:02:11.790,13.163,1.220,2.683,0.854
1644946787830,2022-02-15T11:39:47.830,6291469.500,-0.671,121.585,0.183
1644946787869,2022-02-15T11:39:47.869,6291469.500,3.171,2.195,0.305
1644946787910,2022-02-15T11:39:47.910,6291469.500,3.659,1.707,0.610
1644946787951,2022-02-15T11:39:47.951,6291469.500,3.171,1.220,0.732
1644946787991,2022-02-15T11:39:47.991,6291469.500,1.402,0.427,0.610
1644946788032,2022-02-15T11:39:48.032,6291469.500,0.305,-0.915,0.305
1644946788071,2022-02-15T11:39:48.071,6291469.500,-0.244,-2.134,0.305
1644946788112,2022-02-15T11:39:48.112,6291469.500,0.000,-2.988,-0.305
1644946788152,2022-02-15T11:39:48.152,6291469.500,0.122,-2.988,-0.671
1644946788193,2022-02-15T11:39:48.193,6291469.500,0.183,-1.768,-0.732
1644946788232,2022-02-15T11:39:48.232,6291470.000,0.976,-0.549,-0.549
1644946788273,2022-02-15T11:39:48.273,6291470.000,2.256,-0.061,-0.305
1644946788314,2022-02-15T11:39:48.314,6291470.000,3.110,-0.183,-0.061
1644946788354,2022-02-15T11:39:48.354,6291470.000,3.841,-0.488,-0.366
1644946788395,2022-02-15T11:39:48.395,6291470.000,4.207,-0.671,-0.671
1644946788434,2022-02-15T11:39:48.434,6291470.000,3.415,-1.463,-0.671
1644946788475,2022-02-15T11:39:48.475,6291470.000,3.049,-1.768,-1.098
1644946788515,2022-02-15T11:39:48.515,6291470.000,2.622,-0.915,-1.768
1644946788556,2022-02-15T11:39:48.556,6291470.000,0.610,-0.183,-1.280
1644946788597,2022-02-15T11:39:48.597,6291470.000,-1.159,-1.463,0.488
1644946788637,2022-02-15T11:39:48.637,6291470.000,-0.915,-1.890,1.341
1644946788678,2022-02-15T11:39:48.678,6291470.000,0.305,0.549,-1.098
1644946788717,2022-02-15T11:39:48.717,6291470.500,2.012,1.951,-2.561
1644946788758,2022-02-15T11:39:48.758,6291470.500,0.915,2.500,-1.829
1644946788798,2022-02-15T11:39:48.798,6291470.500,0.671,2.988,-1.220
1644946788839,2022-02-15T11:39:48.839,6291470.500,0.000,2.744,0.000
1644946788878,2022-02-15T11:39:48.878,6291470.500,-0.976,2.744,0.427
1644946788919,2022-02-15T11:39:48.919,6291470.500,-1.098,3.476,-0.122
1644946788960,2022-02-15T11:39:48.960,6291470.500,0.305,5.061,0.305
1644946789000,2022-02-15T11:39:49.000,6291470.500,0.793,5.549,0.793
1644946789041,2022-02-15T11:39:49.041,6291470.500,-0.122,4.817,0.793
1644946789080,2022-02-15T11:39:49.080,6291470.500,0.732,5.366,0.549
