epoch (ms),time (-11:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638654255784,2021-12-04T15:44:15.784,2.260,-10.061,23.537,5.732
1638654255825,2021-12-04T15:44:15.825,2.301,-9.207,22.561,8.841
1638654255864,2021-12-04T15:44:15.864,2.340,-2.683,20.244,12.561
1638654255905,2021-12-04T15:44:15.905,2.381,0.122,19.085,15.488
1638654255945,2021-12-04T15:44:15.945,2.421,3.902,11.890,16.890
1638654255986,2021-12-04T15:44:15.986,2.462,7.683,4.146,15.427
1638654256027,2021-12-04T15:44:16.027,2.503,8.720,3.537,10.488
1638654256067,2021-12-04T15:44:16.067,2.543,5.549,4.024,7.927
1638654256108,2021-12-04T15:44:16.108,2.584,-0.183,-0.549,11.159
1638654256147,2021-12-04T15:44:16.147,2.623,-5.610,-2.683,6.280
1638654256188,2021-12-04T15:44:16.188,2.664,-5.793,3.293,-3.232
1638654256228,2021-12-04T15:44:16.228,2.704,-0.183,3.171,-4.024
1638654256269,2021-12-04T15:44:16.269,2.745,5.488,-0.488,1.280
1638654256310,2021-12-04T15:44:16.310,2.786,9.207,-2.012,4.085
1638654256349,2021-12-04T15:44:16.349,2.825,7.439,-1.585,4.268
1638654256390,2021-12-04T15:44:16.390,2.866,5.732,-1.280,3.780
1638654256430,2021-12-04T15:44:16.430,2.906,2.805,-5.122,2.012
1638654256471,2021-12-04T15:44:16.471,2.947,-0.854,-6.463,-2.256
1638654256510,2021-12-04T15:44:16.510,2.986,-2.622,-5.122,-4.634
1638654256551,2021-12-04T15:44:16.551,3.027,-2.195,-4.146,-4.207
1638654256591,2021-12-04T15:44:16.591,3.067,-3.354,-7.866,-0.793
1638654256632,2021-12-04T15:44:16.632,3.108,-5.427,-12.073,-0.610
1638654256673,2021-12-04T15:44:16.673,3.149,-7.500,-11.098,-2.805
1638654256713,2021-12-04T15:44:16.713,3.189,-10.732,-10.122,-0.793
1638654256754,2021-12-04T15:44:16.754,3.230,-9.634,-13.354,2.805
1638654256793,2021-12-04T15:44:16.793,3.269,-10.244,-18.476,3.232
1638654256834,2021-12-04T15:44:16.834,3.310,-10.610,-16.646,0.000
1638654256874,2021-12-04T15:44:16.874,3.350,-15.366,-8.293,0.427
1638654256915,2021-12-04T15:44:16.915,3.391,-19.207,-2.805,4.695
1638654256954,2021-12-04T15:44:16.954,3.430,-15.305,-3.902,6.707
1638654256995,2021-12-04T15:44:16.995,3.471,-8.476,-3.049,7.256
1638654257036,2021-12-04T15:44:17.036,3.512,7.744,7.256,13.537
1638654257076,2021-12-04T15:44:17.076,3.552,-1.220,19.451,28.110
1638654257117,2021-12-04T15:44:17.117,3.593,-1.829,14.207,34.207
1638654257156,2021-12-04T15:44:17.156,3.632,10.183,19.695,6.585
1638654257197,2021-12-04T15:44:17.197,3.673,-9.634,69.939,-5.488
1638654257237,2021-12-04T15:44:17.237,3.713,-18.659,85.305,16.768
1638654257278,2021-12-04T15:44:17.278,3.754,-10.488,70.671,27.500
1638654257318,2021-12-04T15:44:17.318,3.794,-1.220,51.463,9.451
1638654257359,2021-12-04T15:44:17.359,3.835,1.829,38.293,-13.110
1638654257400,2021-12-04T15:44:17.400,3.876,-0.427,45.122,-10.122
1638654257439,2021-12-04T15:44:17.439,3.915,-15.915,62.805,5.915
1638654257480,2021-12-04T15:44:17.480,3.956,-32.012,76.098,12.561
1638654257520,2021-12-04T15:44:17.520,3.996,-34.939,81.890,12.134
1638654257561,2021-12-04T15:44:17.561,4.037,-40.122,76.646,19.756
1638654257600,2021-12-04T15:44:17.600,4.076,-36.524,62.378,32.195
1638654257641,2021-12-04T15:44:17.641,4.117,-26.585,59.451,31.524
1638654257682,2021-12-04T15:44:17.682,4.158,-22.866,55.793,24.695
1638654257722,2021-12-04T15:44:17.722,4.198,-9.329,54.939,4.695
1638654257763,2021-12-04T15:44:17.763,4.239,-2.134,80.488,-16.037
1638654257802,2021-12-04T15:44:17.802,4.278,-9.878,86.341,-16.220
1638654257843,2021-12-04T15:44:17.843,4.319,-17.134,109.695,21.037
1638654257883,2021-12-04T15:44:17.883,4.359,-28.293,132.317,38.354
1638654257924,2021-12-04T15:44:17.924,4.400,-21.524,160.305,39.451
1638654257964,2021-12-04T15:44:17.964,4.440,-31.951,153.354,48.902
1638654258005,2021-12-04T15:44:18.005,4.481,-49.268,138.110,62.439
1638654258046,2021-12-04T15:44:18.046,4.522,-77.378,107.561,69.695
1638654258085,2021-12-04T15:44:18.085,4.561,-102.378,15.610,47.988
1638654258126,2021-12-04T15:44:18.126,4.602,-113.476,98.293,-76.768
1638654258166,2021-12-04T15:44:18.166,4.642,-149.024,152.683,-145.183
1638654258207,2021-12-04T15:44:18.207,4.683,-93.171,179.695,-181.951
1638654258246,2021-12-04T15:44:18.246,4.722,-38.049,185.366,-173.110
1638654258287,2021-12-04T15:44:18.287,4.763,-32.927,216.768,-84.695
1638654258327,2021-12-04T15:44:18.327,4.803,-15.854,225.854,93.110
1638654258368,2021-12-04T15:44:18.368,4.844,41.829,255.366,145.854
1638654258409,2021-12-04T15:44:18.409,4.885,23.049,277.256,29.695
1638654258448,2021-12-04T15:44:18.448,4.924,0.915,138.537,-46.341
1638654258489,2021-12-04T15:44:18.489,4.965,55.488,104.329,-53.049
1638654258529,2021-12-04T15:44:18.529,5.005,49.390,100.427,3.232
1638654258570,2021-12-04T15:44:18.570,5.046,27.683,123.963,30.976
1638654258610,2021-12-04T15:44:18.610,5.086,22.805,127.561,57.317
1638654258651,2021-12-04T15:44:18.651,5.127,15.976,113.110,48.110
1638654258690,2021-12-04T15:44:18.690,5.166,0.061,91.220,55.549
1638654258731,2021-12-04T15:44:18.731,5.207,-4.268,75.122,61.646
1638654258772,2021-12-04T15:44:18.772,5.248,5.732,62.012,31.951
1638654258812,2021-12-04T15:44:18.812,5.288,17.134,38.354,2.195
1638654258853,2021-12-04T15:44:18.853,5.329,28.476,23.354,-6.890
1638654258892,2021-12-04T15:44:18.892,5.368,3.049,7.988,4.756
1638654258933,2021-12-04T15:44:18.933,5.409,-4.451,7.317,20.976
1638654258973,2021-12-04T15:44:18.973,5.449,-12.378,7.195,25.061
1638654259014,2021-12-04T15:44:19.014,5.490,-12.500,3.537,19.756
1638654259055,2021-12-04T15:44:19.055,5.531,-16.646,2.988,16.768
1638654259094,2021-12-04T15:44:19.094,5.570,-21.220,-1.098,14.390
1638654259135,2021-12-04T15:44:19.135,5.611,-23.415,-8.659,7.500
1638654259175,2021-12-04T15:44:19.175,5.651,-23.110,-15.366,0.183
1638654259216,2021-12-04T15:44:19.216,5.692,-32.927,-10.305,0.732
1638654259256,2021-12-04T15:44:19.256,5.732,-38.476,-13.110,2.988
1638654259297,2021-12-04T15:44:19.297,5.773,-34.878,-23.354,2.012
1638654259336,2021-12-04T15:44:19.336,5.812,-31.341,-24.146,0.244
1638654259377,2021-12-04T15:44:19.377,5.853,-36.402,-20.244,-0.488
1638654259418,2021-12-04T15:44:19.418,5.894,-45.488,-15.976,-0.366
1638654259458,2021-12-04T15:44:19.458,5.934,-49.756,-19.573,1.890
1638654259499,2021-12-04T15:44:19.499,5.975,-52.012,-27.439,3.232
1638654259538,2021-12-04T15:44:19.538,6.014,-59.024,-33.537,4.512
1638654259579,2021-12-04T15:44:19.579,6.055,-64.695,-48.537,6.829
1638654259619,2021-12-04T15:44:19.619,6.095,-68.841,-51.524,6.402
1638654259660,2021-12-04T15:44:19.660,6.136,-70.427,-47.622,-1.159
1638654259701,2021-12-04T15:44:19.701,6.177,-73.598,-44.817,-3.354
1638654259740,2021-12-04T15:44:19.740,6.216,-81.098,-38.841,-1.524
1638654259781,2021-12-04T15:44:19.781,6.257,-85.305,-28.659,0.305
1638654259821,2021-12-04T15:44:19.821,6.297,-80.000,-12.134,-6.220
1638654259862,2021-12-04T15:44:19.862,6.338,-57.012,1.280,-13.476
1638654259902,2021-12-04T15:44:19.902,6.378,-30.854,-8.659,-17.805
1638654259943,2021-12-04T15:44:19.943,6.419,-9.085,-47.622,-9.024
1638654259982,2021-12-04T15:44:19.982,6.458,4.817,-65.183,17.561
1638654260023,2021-12-04T15:44:20.023,6.499,10.366,-50.488,25.854
1638654260064,2021-12-04T15:44:20.064,6.540,6.463,-41.646,11.890
1638654260104,2021-12-04T15:44:20.104,6.580,11.951,-35.488,16.707
1638654260145,2021-12-04T15:44:20.145,6.621,15.915,-32.561,30.488
1638654260184,2021-12-04T15:44:20.184,6.660,9.695,-41.280,51.829
1638654260225,2021-12-04T15:44:20.225,6.701,-22.561,-55.488,71.159
1638654260265,2021-12-04T15:44:20.265,6.741,-54.634,-85.061,60.976
1638654260306,2021-12-04T15:44:20.306,6.782,-85.244,-91.951,22.012
1638654260345,2021-12-04T15:44:20.345,6.821,-88.963,-67.317,-26.220
1638654260386,2021-12-04T15:44:20.386,6.862,-67.805,-78.841,-49.024
1638654260427,2021-12-04T15:44:20.427,6.903,-46.951,-90.549,-4.756
1638654260467,2021-12-04T15:44:20.467,6.943,-38.171,-69.817,16.768
1638654260508,2021-12-04T15:44:20.508,6.984,-21.037,-53.415,-16.037
1638654260548,2021-12-04T15:44:20.548,7.024,5.366,-42.927,-21.585
1638654260589,2021-12-04T15:44:20.589,7.065,9.634,-36.402,-4.939
1638654260628,2021-12-04T15:44:20.628,7.104,8.902,-27.195,1.524
1638654260669,2021-12-04T15:44:20.669,7.145,14.817,-17.195,0.061
1638654260709,2021-12-04T15:44:20.709,7.185,15.305,-9.207,4.817
1638654260750,2021-12-04T15:44:20.750,7.226,12.439,-2.622,8.780
1638654260791,2021-12-04T15:44:20.791,7.267,15.488,3.171,8.841
1638654260830,2021-12-04T15:44:20.830,7.306,15.244,8.780,9.024
1638654260871,2021-12-04T15:44:20.871,7.347,17.622,13.415,8.171
1638654260911,2021-12-04T15:44:20.911,7.387,23.171,18.841,9.085
1638654260952,2021-12-04T15:44:20.952,7.428,23.963,21.341,11.159
1638654260991,2021-12-04T15:44:20.991,7.467,27.744,19.268,7.927
1638654261032,2021-12-04T15:44:21.032,7.508,38.537,18.171,5.549
1638654261073,2021-12-04T15:44:21.073,7.549,45.427,13.232,0.061
1638654261113,2021-12-04T15:44:21.113,7.589,39.268,6.341,-0.854
1638654261154,2021-12-04T15:44:21.154,7.630,25.000,3.841,4.512
1638654261194,2021-12-04T15:44:21.194,7.670,14.207,1.829,3.902
1638654261235,2021-12-04T15:44:21.235,7.711,8.171,0.305,-8.476
1638654261274,2021-12-04T15:44:21.274,7.750,5.183,-17.927,-8.354
1638654261315,2021-12-04T15:44:21.315,7.791,10.000,-29.207,-4.207
1638654261355,2021-12-04T15:44:21.355,7.831,18.963,-30.305,-6.646
1638654261396,2021-12-04T15:44:21.396,7.872,18.293,-26.159,-11.768
1638654261437,2021-12-04T15:44:21.437,7.913,21.768,-25.793,-10.122
1638654261476,2021-12-04T15:44:21.476,7.952,16.159,-37.927,0.305
1638654261517,2021-12-04T15:44:21.517,7.993,3.354,-47.378,8.415
1638654261557,2021-12-04T15:44:21.557,8.033,-1.159,-45.122,-2.378
1638654261598,2021-12-04T15:44:21.598,8.074,6.220,-16.951,-15.183
1638654261637,2021-12-04T15:44:21.637,8.113,-1.707,-1.768,-15.427
1638654261678,2021-12-04T15:44:21.678,8.154,3.232,-5.671,-19.146
1638654261718,2021-12-04T15:44:21.718,8.194,11.098,-14.939,-26.037
1638654261759,2021-12-04T15:44:21.759,8.235,15.610,-16.280,-30.488
1638654261800,2021-12-04T15:44:21.800,8.276,16.098,-12.683,-25.976
1638654261840,2021-12-04T15:44:21.840,8.316,14.451,-6.646,-15.305
1638654261881,2021-12-04T15:44:21.881,8.357,14.207,-3.598,-6.159
1638654261920,2021-12-04T15:44:21.920,8.396,15.488,-3.171,-5.122
1638654261961,2021-12-04T15:44:21.961,8.437,14.634,-2.439,-5.549
1638654262001,2021-12-04T15:44:22.001,8.477,12.561,-5.061,-3.110
1638654262042,2021-12-04T15:44:22.042,8.518,9.329,-9.878,-1.890
1638654262081,2021-12-04T15:44:22.081,8.557,9.939,-20.549,-3.049
1638654262122,2021-12-04T15:44:22.122,8.598,9.329,-26.402,-7.988
1638654262163,2021-12-04T15:44:22.163,8.639,6.220,-20.549,-12.866
1638654262203,2021-12-04T15:44:22.203,8.679,5.610,-10.854,-10.305
1638654262244,2021-12-04T15:44:22.244,8.720,2.683,-3.659,-6.585
1638654262283,2021-12-04T15:44:22.283,8.759,0.000,1.524,-4.634
1638654262324,2021-12-04T15:44:22.324,8.800,0.732,2.378,-3.476
1638654262364,2021-12-04T15:44:22.364,8.840,0.671,1.463,-3.659
1638654262405,2021-12-04T15:44:22.405,8.881,0.305,2.012,-4.329
1638654262446,2021-12-04T15:44:22.446,8.922,-0.183,2.500,-4.634
1638654262486,2021-12-04T15:44:22.486,8.962,-1.098,2.927,-5.366
1638654262527,2021-12-04T15:44:22.527,9.003,-1.707,3.720,-5.549
1638654262566,2021-12-04T15:44:22.566,9.042,-0.183,4.512,-5.000
1638654262607,2021-12-04T15:44:22.607,9.083,1.220,5.427,-2.927
1638654262647,2021-12-04T15:44:22.647,9.123,1.707,6.037,-0.610
1638654262688,2021-12-04T15:44:22.688,9.164,2.500,6.159,0.244
1638654262727,2021-12-04T15:44:22.727,9.203,3.049,5.549,0.915
1638654262768,2021-12-04T15:44:22.768,9.244,3.110,3.293,1.037
1638654262809,2021-12-04T15:44:22.809,9.285,2.744,0.915,0.061
1638654262849,2021-12-04T15:44:22.849,9.325,2.500,-1.037,-0.244
1638654262890,2021-12-04T15:44:22.890,9.366,3.293,-2.988,0.366
1638654262929,2021-12-04T15:44:22.929,9.405,5.061,-3.902,1.402
1638654262970,2021-12-04T15:44:22.970,9.446,6.220,-3.780,2.988
1638654263010,2021-12-04T15:44:23.010,9.486,7.256,-3.537,3.659
1638654263051,2021-12-04T15:44:23.051,9.527,7.012,-4.329,3.902
1638654263090,2021-12-04T15:44:23.090,9.566,5.610,-7.012,3.780
1638654263132,2021-12-04T15:44:23.132,9.608,5.488,-10.793,3.659
1638654263173,2021-12-04T15:44:23.173,9.649,7.988,-14.207,4.268
1638654263212,2021-12-04T15:44:23.212,9.688,8.841,-14.573,4.695
1638654263253,2021-12-04T15:44:23.253,9.729,9.329,-14.268,5.854
1638654263293,2021-12-04T15:44:23.293,9.769,11.585,-13.841,5.122
1638654263334,2021-12-04T15:44:23.334,9.810,12.988,-12.134,4.756
1638654263373,2021-12-04T15:44:23.373,9.849,13.476,-11.463,6.098
1638654263414,2021-12-04T15:44:23.414,9.890,14.451,-12.134,8.232
1638654263454,2021-12-04T15:44:23.454,9.930,15.122,-12.500,10.183
1638654263495,2021-12-04T15:44:23.495,9.971,13.598,-10.976,11.220
1638654263536,2021-12-04T15:44:23.536,10.012,12.317,-8.841,11.159
1638654263575,2021-12-04T15:44:23.575,10.051,12.378,-6.890,10.061
1638654263616,2021-12-04T15:44:23.616,10.092,13.049,-5.366,8.354
1638654263656,2021-12-04T15:44:23.656,10.132,13.110,-2.439,5.000
1638654263697,2021-12-04T15:44:23.697,10.173,10.793,1.037,1.341
1638654263736,2021-12-04T15:44:23.736,10.212,9.878,-0.732,1.463
1638654263777,2021-12-04T15:44:23.777,10.253,9.451,-5.488,3.476
1638654263819,2021-12-04T15:44:23.819,10.295,6.159,-8.476,2.500
1638654263858,2021-12-04T15:44:23.858,10.334,0.854,-9.207,-0.793
1638654263899,2021-12-04T15:44:23.899,10.375,-2.805,-7.500,0.183
1638654263939,2021-12-04T15:44:23.939,10.415,-2.683,-7.683,3.720
1638654263980,2021-12-04T15:44:23.980,10.456,-1.524,-11.524,6.098
1638654264019,2021-12-04T15:44:24.019,10.495,-2.134,-18.171,4.390
1638654264060,2021-12-04T15:44:24.060,10.536,-3.476,-24.451,-1.280
1638654264100,2021-12-04T15:44:24.100,10.576,-9.207,-28.841,-6.768
1638654264141,2021-12-04T15:44:24.141,10.617,-4.878,-28.476,-12.561
1638654264182,2021-12-04T15:44:24.182,10.658,3.049,-22.561,-15.671
1638654264221,2021-12-04T15:44:24.221,10.697,5.976,-15.549,-6.585
1638654264262,2021-12-04T15:44:24.262,10.738,10.122,-17.012,3.780
1638654264302,2021-12-04T15:44:24.302,10.778,8.598,-21.524,5.976
1638654264343,2021-12-04T15:44:24.343,10.819,6.707,-23.659,6.159
1638654264382,2021-12-04T15:44:24.382,10.858,7.683,-21.585,5.305
1638654264423,2021-12-04T15:44:24.423,10.899,8.354,-18.354,2.561
1638654264465,2021-12-04T15:44:24.465,10.941,9.817,-18.963,0.244
1638654264504,2021-12-04T15:44:24.504,10.980,10.793,-21.829,-1.341
1638654264545,2021-12-04T15:44:24.545,11.021,9.695,-24.268,-1.890
1638654264585,2021-12-04T15:44:24.585,11.061,8.963,-25.915,-0.976
1638654264626,2021-12-04T15:44:24.626,11.102,8.049,-27.500,-1.280
1638654264665,2021-12-04T15:44:24.665,11.141,3.659,-29.329,-3.963
1638654264706,2021-12-04T15:44:24.706,11.182,1.037,-29.817,-5.915
1638654264746,2021-12-04T15:44:24.746,11.222,1.646,-29.024,-4.329
1638654264787,2021-12-04T15:44:24.787,11.263,1.463,-27.256,-3.720
1638654264828,2021-12-04T15:44:24.828,11.304,-0.549,-25.305,-3.537
1638654264867,2021-12-04T15:44:24.867,11.343,0.549,-23.171,-3.537
1638654264908,2021-12-04T15:44:24.908,11.384,1.707,-19.634,-4.939
1638654264948,2021-12-04T15:44:24.948,11.424,0.000,-14.634,-6.829
1638654264989,2021-12-04T15:44:24.989,11.465,-0.244,-8.415,-7.988
1638654265028,2021-12-04T15:44:25.028,11.504,-1.951,-2.500,-8.720
1638654265069,2021-12-04T15:44:25.069,11.545,-4.329,1.280,-9.878
1638654265111,2021-12-04T15:44:25.111,11.587,-5.549,-0.244,-8.354
1638654265150,2021-12-04T15:44:25.150,11.626,-6.037,-2.927,-2.927
1638654265191,2021-12-04T15:44:25.191,11.667,-6.951,-7.378,5.366
1638654265231,2021-12-04T15:44:25.231,11.707,-7.317,-12.195,10.854
1638654265272,2021-12-04T15:44:25.272,11.748,-5.244,-6.707,7.744
1638654265311,2021-12-04T15:44:25.311,11.787,-5.305,5.183,6.220
1638654265352,2021-12-04T15:44:25.352,11.828,-4.817,13.293,10.854
1638654265393,2021-12-04T15:44:25.393,11.869,-5.549,13.415,13.415
1638654265433,2021-12-04T15:44:25.433,11.909,-8.537,13.476,10.244
1638654265474,2021-12-04T15:44:25.474,11.950,-8.659,18.537,4.939
1638654265513,2021-12-04T15:44:25.513,11.989,-8.110,27.256,3.780
1638654265554,2021-12-04T15:44:25.554,12.030,-9.695,36.768,4.512
1638654265594,2021-12-04T15:44:25.594,12.070,-10.366,41.768,4.390
1638654265635,2021-12-04T15:44:25.635,12.111,-10.610,40.976,1.768
1638654265676,2021-12-04T15:44:25.676,12.152,-8.780,36.646,-4.939
1638654265715,2021-12-04T15:44:25.715,12.191,-5.976,32.744,-8.171
1638654265757,2021-12-04T15:44:25.757,12.233,-5.122,31.220,-7.439
1638654265796,2021-12-04T15:44:25.796,12.272,-6.037,28.720,-6.098
1638654265837,2021-12-04T15:44:25.837,12.313,-4.268,24.390,-4.573
1638654265877,2021-12-04T15:44:25.877,12.353,0.671,20.305,-4.512
1638654265918,2021-12-04T15:44:25.918,12.394,3.171,17.988,-5.305
1638654265957,2021-12-04T15:44:25.957,12.433,2.561,15.366,-4.390
1638654265998,2021-12-04T15:44:25.998,12.474,-0.122,12.012,-3.110
1638654266039,2021-12-04T15:44:26.039,12.515,-2.439,8.598,-3.171
1638654266079,2021-12-04T15:44:26.079,12.555,-1.463,7.561,-3.598
1638654266120,2021-12-04T15:44:26.120,12.596,-1.890,9.573,-4.695
1638654266159,2021-12-04T15:44:26.159,12.635,-3.902,11.707,-5.366
1638654266200,2021-12-04T15:44:26.200,12.676,-4.451,12.073,-5.854
1638654266240,2021-12-04T15:44:26.240,12.716,-4.085,10.793,-6.037
1638654266281,2021-12-04T15:44:26.281,12.757,-5.305,8.902,-5.000
1638654266322,2021-12-04T15:44:26.322,12.798,-6.768,7.134,-4.390
1638654266361,2021-12-04T15:44:26.361,12.837,-11.524,10.793,-3.049
1638654266402,2021-12-04T15:44:26.402,12.878,-13.110,12.134,-1.890
1638654266442,2021-12-04T15:44:26.442,12.918,-8.902,9.329,-2.988
1638654266483,2021-12-04T15:44:26.483,12.959,-6.402,6.524,-3.659
1638654266523,2021-12-04T15:44:26.523,12.999,-0.305,0.610,-0.854
1638654266564,2021-12-04T15:44:26.564,13.040,6.951,-9.695,7.988
1638654266603,2021-12-04T15:44:26.603,13.079,19.024,-22.561,18.293
1638654266644,2021-12-04T15:44:26.644,13.120,26.951,-28.780,20.244
1638654266685,2021-12-04T15:44:26.685,13.161,26.159,-29.085,10.183
1638654266725,2021-12-04T15:44:26.725,13.201,18.354,-25.671,-0.061
1638654266766,2021-12-04T15:44:26.766,13.242,12.927,-23.963,0.061
1638654266805,2021-12-04T15:44:26.805,13.281,10.122,-25.488,3.049
1638654266846,2021-12-04T15:44:26.846,13.322,7.195,-26.280,4.451
1638654266886,2021-12-04T15:44:26.886,13.362,5.732,-23.293,3.293
1638654266927,2021-12-04T15:44:26.927,13.403,5.915,-20.793,1.463
1638654266968,2021-12-04T15:44:26.968,13.444,6.768,-22.500,2.073
1638654267007,2021-12-04T15:44:27.007,13.483,6.341,-23.598,2.195
1638654267048,2021-12-04T15:44:27.048,13.524,5.183,-21.463,0.183
1638654267088,2021-12-04T15:44:27.088,13.564,5.183,-18.963,-0.610
1638654267129,2021-12-04T15:44:27.129,13.605,4.756,-16.098,0.488
1638654267169,2021-12-04T15:44:27.169,13.645,2.561,-12.378,0.305
1638654267210,2021-12-04T15:44:27.210,13.686,1.220,-9.024,0.000
1638654267249,2021-12-04T15:44:27.249,13.725,-0.427,-6.098,0.549
1638654267290,2021-12-04T15:44:27.290,13.766,-1.463,-4.634,0.854
1638654267331,2021-12-04T15:44:27.331,13.807,-2.317,-4.024,0.610
1638654267371,2021-12-04T15:44:27.371,13.847,-2.073,-2.927,0.366
1638654267412,2021-12-04T15:44:27.412,13.888,-1.646,-2.073,0.244
1638654267451,2021-12-04T15:44:27.451,13.927,-1.220,-1.829,0.061
1638654267492,2021-12-04T15:44:27.492,13.968,0.000,-2.439,-0.488
1638654267532,2021-12-04T15:44:27.532,14.008,-0.061,-2.012,-0.488
1638654267573,2021-12-04T15:44:27.573,14.049,-0.610,-0.061,-1.037
1638654267614,2021-12-04T15:44:27.614,14.090,0.549,1.890,-1.098
1638654267653,2021-12-04T15:44:27.653,14.129,0.366,3.598,-0.732
1638654267694,2021-12-04T15:44:27.694,14.170,-0.366,4.146,-1.037
1638654267734,2021-12-04T15:44:27.734,14.210,-0.549,4.878,-1.341
1638654267775,2021-12-04T15:44:27.775,14.251,-0.427,5.732,-1.402
1638654267815,2021-12-04T15:44:27.815,14.291,-1.037,6.220,-1.220
1638654267856,2021-12-04T15:44:27.856,14.332,-3.598,5.732,-1.341
1638654267897,2021-12-04T15:44:27.897,14.373,-7.317,3.049,-0.976
1638654267936,2021-12-04T15:44:27.936,14.412,-13.598,-1.951,-1.524
1638654267977,2021-12-04T15:44:27.977,14.453,-26.768,-0.488,-1.280
1638654268017,2021-12-04T15:44:28.017,14.493,-23.720,4.390,-0.976
