epoch (ms),time (-11:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638655228771,2021-12-04T16:00:28.771,1.414,-0.915,-71.951,-17.134
1638655228810,2021-12-04T16:00:28.810,1.453,2.805,-69.085,-13.232
1638655228851,2021-12-04T16:00:28.851,1.494,-2.073,-70.488,-8.902
1638655228891,2021-12-04T16:00:28.891,1.534,-8.415,-73.537,-20.549
1638655228932,2021-12-04T16:00:28.932,1.575,-6.402,-71.524,-29.695
1638655228973,2021-12-04T16:00:28.973,1.616,5.610,-68.171,-28.232
1638655229013,2021-12-04T16:00:29.013,1.656,16.220,-81.159,-25.488
1638655229054,2021-12-04T16:00:29.054,1.697,16.280,-93.659,-25.061
1638655229093,2021-12-04T16:00:29.093,1.736,15.915,-94.451,-25.610
1638655229134,2021-12-04T16:00:29.134,1.777,14.878,-93.415,-24.573
1638655229174,2021-12-04T16:00:29.174,1.817,15.122,-90.122,-24.573
1638655229215,2021-12-04T16:00:29.215,1.858,15.366,-86.159,-26.829
1638655229256,2021-12-04T16:00:29.256,1.899,14.146,-82.988,-26.402
1638655229295,2021-12-04T16:00:29.295,1.938,11.951,-76.341,-26.463
1638655229336,2021-12-04T16:00:29.336,1.979,11.037,-62.622,-26.707
1638655229376,2021-12-04T16:00:29.376,2.019,10.671,-47.256,-21.037
1638655229417,2021-12-04T16:00:29.417,2.060,5.244,-37.378,-15.305
1638655229456,2021-12-04T16:00:29.456,2.099,2.805,-31.829,-14.817
1638655229497,2021-12-04T16:00:29.497,2.140,4.695,-35.488,-12.622
1638655229537,2021-12-04T16:00:29.537,2.180,8.659,-45.244,-7.378
1638655229578,2021-12-04T16:00:29.578,2.221,10.488,-52.134,-4.756
1638655229619,2021-12-04T16:00:29.619,2.262,8.963,-46.524,-9.817
1638655229659,2021-12-04T16:00:29.659,2.302,7.439,-34.451,-15.488
1638655229700,2021-12-04T16:00:29.700,2.343,1.524,-25.122,-14.817
1638655229739,2021-12-04T16:00:29.739,2.382,-4.878,-20.915,-11.768
1638655229780,2021-12-04T16:00:29.780,2.423,-5.244,-19.878,-8.537
1638655229820,2021-12-04T16:00:29.820,2.463,-7.256,-15.183,-3.902
1638655229861,2021-12-04T16:00:29.861,2.504,-10.549,-0.915,-2.561
1638655229902,2021-12-04T16:00:29.902,2.545,-12.683,18.841,-2.317
1638655229941,2021-12-04T16:00:29.941,2.584,-15.061,29.451,3.476
1638655229982,2021-12-04T16:00:29.982,2.625,-16.585,30.732,10.000
1638655230022,2021-12-04T16:00:30.022,2.665,-18.841,25.549,11.402
1638655230063,2021-12-04T16:00:30.063,2.706,-20.732,15.244,8.232
1638655230102,2021-12-04T16:00:30.102,2.745,-17.744,5.488,3.780
1638655230183,2021-12-04T16:00:30.183,2.826,-23.232,126.159,3.963
1638655230224,2021-12-04T16:00:30.224,2.867,-3.780,-0.244,8.049
1638655230265,2021-12-04T16:00:30.265,2.908,11.037,4.451,-2.988
1638655230305,2021-12-04T16:00:30.305,2.948,10.549,24.695,-14.146
1638655230346,2021-12-04T16:00:30.346,2.989,-4.939,55.610,-7.988
1638655230385,2021-12-04T16:00:30.385,3.028,-14.939,55.732,-7.378
1638655230426,2021-12-04T16:00:30.426,3.069,-16.585,44.756,-0.244
1638655230467,2021-12-04T16:00:30.467,3.110,-12.439,50.854,19.024
1638655230507,2021-12-04T16:00:30.507,3.150,-18.171,68.537,35.000
1638655230548,2021-12-04T16:00:30.548,3.191,-22.988,72.622,33.049
1638655230587,2021-12-04T16:00:30.587,3.230,-19.573,74.634,27.134
1638655230628,2021-12-04T16:00:30.628,3.271,-19.268,75.305,30.549
1638655230668,2021-12-04T16:00:30.668,3.311,-29.268,72.195,44.146
1638655230709,2021-12-04T16:00:30.709,3.352,-38.780,61.220,48.415
1638655230748,2021-12-04T16:00:30.748,3.391,-39.024,49.634,32.622
1638655230789,2021-12-04T16:00:30.789,3.432,-43.841,54.268,20.915
1638655230830,2021-12-04T16:00:30.830,3.473,-60.854,68.415,21.524
1638655230870,2021-12-04T16:00:30.870,3.513,-87.439,82.195,26.524
1638655230911,2021-12-04T16:00:30.911,3.554,-127.683,58.598,19.146
1638655230951,2021-12-04T16:00:30.951,3.594,-133.720,19.695,-0.244
1638655230992,2021-12-04T16:00:30.992,3.635,-110.793,12.988,-47.134
1638655231031,2021-12-04T16:00:31.031,3.674,-91.585,15.305,-50.671
1638655231072,2021-12-04T16:00:31.072,3.715,-70.061,9.329,-37.256
1638655231113,2021-12-04T16:00:31.113,3.756,-76.890,-2.561,-35.427
1638655231153,2021-12-04T16:00:31.153,3.796,-93.049,1.220,-29.085
1638655231194,2021-12-04T16:00:31.194,3.837,-92.256,19.878,-16.585
1638655231233,2021-12-04T16:00:31.233,3.876,-92.073,42.683,-4.329
1638655231274,2021-12-04T16:00:31.274,3.917,-76.890,62.622,-2.683
1638655231314,2021-12-04T16:00:31.314,3.957,-63.354,89.756,-20.305
1638655231355,2021-12-04T16:00:31.355,3.998,-71.768,122.683,-23.354
1638655231394,2021-12-04T16:00:31.394,4.037,-71.646,145.854,49.085
1638655231435,2021-12-04T16:00:31.435,4.078,-1.768,147.561,93.171
1638655231476,2021-12-04T16:00:31.476,4.119,95.549,137.195,81.524
1638655231516,2021-12-04T16:00:31.516,4.159,97.561,118.110,81.951
1638655231557,2021-12-04T16:00:31.557,4.200,64.451,75.122,42.195
1638655231597,2021-12-04T16:00:31.597,4.240,52.439,122.500,50.488
1638655231638,2021-12-04T16:00:31.638,4.281,44.329,201.037,73.232
1638655231677,2021-12-04T16:00:31.677,4.320,53.354,213.780,29.390
1638655231718,2021-12-04T16:00:31.718,4.361,108.780,239.939,-34.634
1638655231759,2021-12-04T16:00:31.759,4.402,179.756,220.000,-113.415
1638655231799,2021-12-04T16:00:31.799,4.442,157.134,79.817,-126.890
1638655231840,2021-12-04T16:00:31.840,4.483,120.610,117.988,-71.037
1638655231879,2021-12-04T16:00:31.879,4.522,65.183,139.024,-55.061
1638655231920,2021-12-04T16:00:31.920,4.563,35.244,120.854,-71.402
1638655231960,2021-12-04T16:00:31.960,4.603,17.073,84.024,-52.439
1638655232001,2021-12-04T16:00:32.001,4.644,34.146,73.841,-19.634
1638655232042,2021-12-04T16:00:32.042,4.685,24.085,72.012,8.476
1638655232081,2021-12-04T16:00:32.081,4.724,5.610,47.012,26.707
1638655232122,2021-12-04T16:00:32.122,4.765,7.073,17.683,29.146
1638655232162,2021-12-04T16:00:32.162,4.805,0.122,5.671,27.378
1638655232203,2021-12-04T16:00:32.203,4.846,-12.500,5.366,23.537
1638655232243,2021-12-04T16:00:32.243,4.886,-14.024,14.268,18.110
1638655232284,2021-12-04T16:00:32.284,4.927,-9.024,17.256,18.171
1638655232325,2021-12-04T16:00:32.325,4.968,-16.098,9.024,24.512
1638655232364,2021-12-04T16:00:32.364,5.007,-20.305,-2.378,27.256
1638655232405,2021-12-04T16:00:32.405,5.048,-21.098,-10.183,21.098
1638655232445,2021-12-04T16:00:32.445,5.088,-26.646,-14.878,15.244
1638655232486,2021-12-04T16:00:32.486,5.129,-32.195,-12.500,16.098
1638655232525,2021-12-04T16:00:32.525,5.168,-30.061,-11.159,18.902
1638655232566,2021-12-04T16:00:32.566,5.209,-31.280,-14.939,19.390
1638655232606,2021-12-04T16:00:32.606,5.249,-39.512,-18.049,19.512
1638655232647,2021-12-04T16:00:32.647,5.290,-42.561,-26.951,27.622
1638655232688,2021-12-04T16:00:32.688,5.331,-43.720,-30.671,31.951
1638655232727,2021-12-04T16:00:32.727,5.370,-49.939,-22.134,27.866
1638655232768,2021-12-04T16:00:32.768,5.411,-52.378,-15.671,23.049
1638655232808,2021-12-04T16:00:32.808,5.451,-55.671,-8.476,13.232
1638655232849,2021-12-04T16:00:32.849,5.492,-48.963,-11.707,7.256
1638655232889,2021-12-04T16:00:32.889,5.532,-41.463,-19.390,14.024
1638655232930,2021-12-04T16:00:32.930,5.573,-40.061,-16.280,15.244
1638655232971,2021-12-04T16:00:32.971,5.614,-40.244,-15.488,7.744
1638655233010,2021-12-04T16:00:33.010,5.653,-45.976,-12.988,2.195
1638655233051,2021-12-04T16:00:33.051,5.694,-51.585,-9.695,3.415
1638655233091,2021-12-04T16:00:33.091,5.734,-53.902,-16.402,14.817
1638655233132,2021-12-04T16:00:33.132,5.775,-23.537,-40.549,24.085
1638655233171,2021-12-04T16:00:33.171,5.814,-10.183,-30.244,17.561
1638655233212,2021-12-04T16:00:33.212,5.855,-27.622,-26.159,12.378
1638655233252,2021-12-04T16:00:33.252,5.895,-38.537,-28.293,7.134
1638655233293,2021-12-04T16:00:33.293,5.936,-33.354,-18.110,1.280
1638655233334,2021-12-04T16:00:33.334,5.977,-26.341,-6.524,0.183
1638655233373,2021-12-04T16:00:33.373,6.016,-22.500,-13.537,0.305
1638655233414,2021-12-04T16:00:33.414,6.057,-12.073,-26.768,7.012
1638655233454,2021-12-04T16:00:33.454,6.097,-8.537,-26.951,11.463
1638655233495,2021-12-04T16:00:33.495,6.138,-18.110,-20.915,17.317
1638655233535,2021-12-04T16:00:33.535,6.178,-14.878,-16.951,19.329
1638655233576,2021-12-04T16:00:33.576,6.219,-6.829,-16.159,16.159
1638655233617,2021-12-04T16:00:33.617,6.260,0.610,-8.049,16.220
1638655233656,2021-12-04T16:00:33.656,6.299,1.646,0.915,17.805
1638655233697,2021-12-04T16:00:33.697,6.340,4.024,-1.402,15.488
1638655233737,2021-12-04T16:00:33.737,6.380,10.061,-12.744,10.854
1638655233778,2021-12-04T16:00:33.778,6.421,17.744,-24.878,12.256
1638655233817,2021-12-04T16:00:33.817,6.460,17.500,-34.939,11.098
1638655233858,2021-12-04T16:00:33.858,6.501,7.988,-44.573,4.695
1638655233898,2021-12-04T16:00:33.898,6.541,-1.098,-56.951,2.012
1638655233939,2021-12-04T16:00:33.939,6.582,4.207,-47.317,17.927
1638655233980,2021-12-04T16:00:33.980,6.623,15.671,-24.634,76.524
1638655234019,2021-12-04T16:00:34.019,6.662,-21.220,-31.098,130.183
1638655234060,2021-12-04T16:00:34.060,6.703,-62.561,-98.720,69.024
1638655234100,2021-12-04T16:00:34.100,6.743,-90.122,-148.110,22.866
1638655234141,2021-12-04T16:00:34.141,6.784,-75.122,-132.744,32.683
1638655234181,2021-12-04T16:00:34.181,6.824,-51.098,-113.171,27.439
1638655234222,2021-12-04T16:00:34.222,6.865,-56.037,-93.293,18.720
1638655234263,2021-12-04T16:00:34.263,6.906,-54.268,-80.183,23.598
1638655234302,2021-12-04T16:00:34.302,6.945,-39.146,-68.963,28.293
1638655234343,2021-12-04T16:00:34.343,6.986,-31.098,-58.659,18.659
1638655234383,2021-12-04T16:00:34.383,7.026,-35.488,-43.780,13.354
1638655234424,2021-12-04T16:00:34.424,7.067,-34.146,-35.183,14.878
1638655234463,2021-12-04T16:00:34.463,7.106,-26.951,-24.878,10.488
1638655234504,2021-12-04T16:00:34.504,7.147,-22.927,-15.732,6.646
1638655234545,2021-12-04T16:00:34.545,7.188,-19.024,-6.951,8.537
1638655234585,2021-12-04T16:00:34.585,7.228,-13.720,1.707,11.707
1638655234626,2021-12-04T16:00:34.626,7.269,-6.890,11.585,14.878
1638655234665,2021-12-04T16:00:34.665,7.308,0.854,22.988,16.524
1638655234706,2021-12-04T16:00:34.706,7.349,10.061,35.122,15.183
1638655234746,2021-12-04T16:00:34.746,7.389,13.902,40.976,16.037
1638655234787,2021-12-04T16:00:34.787,7.430,18.110,40.305,16.890
1638655234828,2021-12-04T16:00:34.828,7.471,18.841,35.488,15.427
1638655234868,2021-12-04T16:00:34.868,7.511,22.622,32.439,11.951
1638655234909,2021-12-04T16:00:34.909,7.552,23.354,38.171,7.683
1638655234948,2021-12-04T16:00:34.948,7.591,17.439,50.244,5.610
1638655234989,2021-12-04T16:00:34.989,7.632,12.378,59.878,8.841
1638655235029,2021-12-04T16:00:35.029,7.672,16.890,58.232,9.573
1638655235070,2021-12-04T16:00:35.070,7.713,23.963,56.402,10.549
1638655235109,2021-12-04T16:00:35.109,7.752,24.268,52.317,15.976
1638655235150,2021-12-04T16:00:35.150,7.793,20.915,49.024,19.390
1638655235191,2021-12-04T16:00:35.191,7.834,17.317,44.512,15.732
1638655235231,2021-12-04T16:00:35.231,7.874,12.073,36.098,14.024
1638655235272,2021-12-04T16:00:35.272,7.915,10.305,30.122,14.695
1638655235311,2021-12-04T16:00:35.311,7.954,9.390,28.049,13.110
1638655235352,2021-12-04T16:00:35.352,7.995,7.927,19.207,10.244
1638655235392,2021-12-04T16:00:35.392,8.035,7.988,6.280,4.085
1638655235433,2021-12-04T16:00:35.433,8.076,11.707,1.159,-5.915
1638655235474,2021-12-04T16:00:35.474,8.117,14.817,1.646,-15.061
1638655235514,2021-12-04T16:00:35.514,8.157,12.805,0.610,-24.268
1638655235555,2021-12-04T16:00:35.555,8.198,9.268,12.317,-17.866
1638655235594,2021-12-04T16:00:35.594,8.237,9.451,20.427,1.098
1638655235635,2021-12-04T16:00:35.635,8.278,4.756,1.524,6.829
1638655235675,2021-12-04T16:00:35.675,8.318,8.476,-14.878,3.963
1638655235716,2021-12-04T16:00:35.716,8.359,12.012,-15.427,7.439
1638655235755,2021-12-04T16:00:35.755,8.398,11.159,-2.744,15.732
1638655235796,2021-12-04T16:00:35.796,8.439,10.000,1.951,17.134
1638655235837,2021-12-04T16:00:35.837,8.480,6.159,1.463,10.976
1638655235877,2021-12-04T16:00:35.877,8.520,1.829,2.012,6.585
1638655235918,2021-12-04T16:00:35.918,8.561,-1.707,-0.366,3.293
1638655235957,2021-12-04T16:00:35.957,8.600,-3.659,-1.890,-0.488
1638655235998,2021-12-04T16:00:35.998,8.641,-2.500,-1.280,2.622
1638655236038,2021-12-04T16:00:36.038,8.681,-4.329,4.207,7.805
1638655236079,2021-12-04T16:00:36.079,8.722,-10.122,10.793,9.146
1638655236120,2021-12-04T16:00:36.120,8.763,-11.341,20.793,10.610
1638655236160,2021-12-04T16:00:36.160,8.803,-7.378,31.768,16.220
1638655236201,2021-12-04T16:00:36.201,8.844,-0.305,31.037,19.634
1638655236240,2021-12-04T16:00:36.240,8.883,3.537,26.159,20.366
1638655236281,2021-12-04T16:00:36.281,8.924,-5.488,10.000,27.134
1638655236321,2021-12-04T16:00:36.321,8.964,-5.488,2.134,9.695
1638655236362,2021-12-04T16:00:36.362,9.005,-4.817,18.049,-3.049
1638655236401,2021-12-04T16:00:36.401,9.044,-11.220,25.610,4.085
1638655236442,2021-12-04T16:00:36.442,9.085,-9.939,12.256,-0.915
1638655236483,2021-12-04T16:00:36.483,9.126,0.122,-6.585,-19.756
1638655236523,2021-12-04T16:00:36.523,9.166,6.829,-11.768,-32.256
1638655236564,2021-12-04T16:00:36.564,9.207,5.732,-7.683,-24.695
1638655236603,2021-12-04T16:00:36.603,9.246,-2.378,-5.488,-14.329
1638655236644,2021-12-04T16:00:36.644,9.287,-11.524,-12.866,-13.780
1638655236684,2021-12-04T16:00:36.684,9.327,-2.134,-34.939,-19.146
1638655236725,2021-12-04T16:00:36.725,9.368,12.195,-55.854,-16.829
1638655236766,2021-12-04T16:00:36.766,9.409,12.866,-64.329,-4.024
1638655236806,2021-12-04T16:00:36.806,9.449,5.793,-72.500,-16.037
1638655236847,2021-12-04T16:00:36.847,9.490,-2.439,-74.207,-26.159
1638655236886,2021-12-04T16:00:36.886,9.529,-6.585,-80.915,-28.659
1638655236927,2021-12-04T16:00:36.927,9.570,-5.366,-84.329,-29.451
1638655236967,2021-12-04T16:00:36.967,9.610,1.159,-87.256,-24.451
1638655237008,2021-12-04T16:00:37.008,9.651,4.634,-90.976,-18.963
1638655237049,2021-12-04T16:00:37.049,9.692,7.622,-81.159,-15.915
1638655237088,2021-12-04T16:00:37.088,9.731,11.159,-66.646,-11.890
1638655237129,2021-12-04T16:00:37.129,9.772,12.683,-56.159,-11.220
1638655237169,2021-12-04T16:00:37.169,9.812,10.610,-49.207,-14.146
1638655237210,2021-12-04T16:00:37.210,9.853,9.573,-47.073,-12.988
1638655237249,2021-12-04T16:00:37.249,9.892,8.902,-42.561,-10.366
1638655237290,2021-12-04T16:00:37.290,9.933,6.037,-35.061,-11.220
1638655237331,2021-12-04T16:00:37.331,9.974,4.329,-28.415,-8.293
1638655237371,2021-12-04T16:00:37.371,10.014,5.427,-20.183,-2.683
1638655237412,2021-12-04T16:00:37.412,10.055,4.573,-12.500,-2.439
1638655237452,2021-12-04T16:00:37.452,10.095,2.866,-5.610,-4.817
1638655237493,2021-12-04T16:00:37.493,10.136,3.963,0.671,-7.500
1638655237532,2021-12-04T16:00:37.532,10.175,6.829,6.646,-9.085
1638655237573,2021-12-04T16:00:37.573,10.216,6.951,11.220,-6.646
1638655237613,2021-12-04T16:00:37.613,10.256,2.561,12.683,2.744
1638655237654,2021-12-04T16:00:37.654,10.297,0.000,11.402,11.159
1638655237695,2021-12-04T16:00:37.695,10.338,-4.024,9.695,9.573
1638655237734,2021-12-04T16:00:37.734,10.377,-5.366,12.073,12.012
1638655237775,2021-12-04T16:00:37.775,10.418,-4.207,17.134,18.171
1638655237815,2021-12-04T16:00:37.815,10.458,-3.720,13.720,14.573
1638655237856,2021-12-04T16:00:37.856,10.499,-1.159,13.415,1.707
1638655237895,2021-12-04T16:00:37.895,10.538,5.000,14.634,-8.598
1638655237936,2021-12-04T16:00:37.936,10.579,8.476,16.037,-14.878
1638655237977,2021-12-04T16:00:37.977,10.620,6.646,18.171,-17.012
1638655238017,2021-12-04T16:00:38.017,10.660,4.268,18.476,-14.268
1638655238058,2021-12-04T16:00:38.058,10.701,4.878,14.512,-8.780
1638655238098,2021-12-04T16:00:38.098,10.741,1.646,7.378,-4.573
1638655238139,2021-12-04T16:00:38.139,10.782,-3.232,3.293,-1.463
1638655238178,2021-12-04T16:00:38.178,10.821,-5.793,3.354,2.805
1638655238219,2021-12-04T16:00:38.219,10.862,-7.866,5.549,4.085
1638655238260,2021-12-04T16:00:38.260,10.903,-7.805,8.598,1.585
1638655238300,2021-12-04T16:00:38.300,10.943,-6.951,11.098,-0.854
1638655238341,2021-12-04T16:00:38.341,10.984,-5.366,11.280,-1.220
1638655238380,2021-12-04T16:00:38.380,11.023,-4.207,11.098,-0.854
1638655238421,2021-12-04T16:00:38.421,11.064,-3.902,12.073,0.488
1638655238461,2021-12-04T16:00:38.461,11.104,-4.146,12.866,2.195
1638655238502,2021-12-04T16:00:38.502,11.145,-3.902,10.915,2.134
1638655238543,2021-12-04T16:00:38.543,11.186,-1.463,6.829,1.037
1638655238582,2021-12-04T16:00:38.582,11.225,1.341,4.695,1.098
1638655238623,2021-12-04T16:00:38.623,11.266,2.073,5.305,1.890
1638655238663,2021-12-04T16:00:38.663,11.306,1.280,6.463,2.073
1638655238704,2021-12-04T16:00:38.704,11.347,0.671,6.829,2.134
1638655238744,2021-12-04T16:00:38.744,11.387,0.793,6.524,2.500
1638655238785,2021-12-04T16:00:38.785,11.428,0.854,4.756,2.317
1638655238824,2021-12-04T16:00:38.824,11.467,1.951,2.439,1.463
1638655238865,2021-12-04T16:00:38.865,11.508,2.317,1.402,1.220
1638655238906,2021-12-04T16:00:38.906,11.549,2.378,0.549,1.280
1638655238946,2021-12-04T16:00:38.946,11.589,1.951,0.244,1.037
1638655238987,2021-12-04T16:00:38.987,11.630,1.402,-0.244,0.671
1638655239026,2021-12-04T16:00:39.026,11.669,0.854,-0.427,0.549
1638655239067,2021-12-04T16:00:39.067,11.710,0.854,0.183,0.610
1638655239107,2021-12-04T16:00:39.107,11.750,0.915,1.098,0.854
1638655239148,2021-12-04T16:00:39.148,11.791,0.732,2.012,0.976
1638655239189,2021-12-04T16:00:39.189,11.832,0.671,2.195,0.854
1638655239228,2021-12-04T16:00:39.228,11.871,1.159,1.768,0.549
1638655239269,2021-12-04T16:00:39.269,11.912,1.280,1.463,0.244
1638655239309,2021-12-04T16:00:39.309,11.952,1.220,1.220,0.122
1638655239350,2021-12-04T16:00:39.350,11.993,1.768,1.037,0.183
1638655239390,2021-12-04T16:00:39.390,12.033,1.707,1.768,0.183
1638655239431,2021-12-04T16:00:39.431,12.074,1.524,2.317,0.244
1638655239472,2021-12-04T16:00:39.472,12.115,1.829,3.110,0.366
1638655239511,2021-12-04T16:00:39.511,12.154,1.890,4.695,1.159
1638655239552,2021-12-04T16:00:39.552,12.195,1.524,5.854,1.463
1638655239592,2021-12-04T16:00:39.592,12.235,0.915,5.976,0.915
1638655239633,2021-12-04T16:00:39.633,12.276,0.610,5.915,0.854
1638655239672,2021-12-04T16:00:39.672,12.315,0.488,5.549,0.976
1638655239713,2021-12-04T16:00:39.713,12.356,0.427,5.244,0.793
1638655239754,2021-12-04T16:00:39.754,12.397,0.610,5.366,0.732
1638655239794,2021-12-04T16:00:39.794,12.437,1.280,5.122,0.793
1638655239835,2021-12-04T16:00:39.835,12.478,1.768,4.756,0.915
1638655239874,2021-12-04T16:00:39.874,12.517,1.829,3.963,1.037
1638655239915,2021-12-04T16:00:39.915,12.558,2.561,3.049,0.610
1638655239955,2021-12-04T16:00:39.955,12.598,2.683,2.134,-0.366
1638655239996,2021-12-04T16:00:39.996,12.639,2.073,-0.122,-0.671
1638655240036,2021-12-04T16:00:40.036,12.679,1.890,-2.439,-1.159
1638655240077,2021-12-04T16:00:40.077,12.720,1.707,-4.329,-2.134
1638655240118,2021-12-04T16:00:40.118,12.761,0.854,-6.402,-2.195
1638655240157,2021-12-04T16:00:40.157,12.800,0.366,-8.537,-1.524
1638655240198,2021-12-04T16:00:40.198,12.841,0.366,-9.756,-1.646
1638655240238,2021-12-04T16:00:40.238,12.881,0.671,-9.268,-2.195
1638655240279,2021-12-04T16:00:40.279,12.922,1.585,-8.598,-2.866
1638655240318,2021-12-04T16:00:40.318,12.961,2.378,-8.232,-2.866
1638655240359,2021-12-04T16:00:40.359,13.002,2.988,-8.110,-0.671
1638655240400,2021-12-04T16:00:40.400,13.043,3.232,-8.537,2.622
1638655240440,2021-12-04T16:00:40.440,13.083,4.207,-9.329,2.439
1638655240481,2021-12-04T16:00:40.481,13.124,5.000,-7.866,1.220
1638655240520,2021-12-04T16:00:40.520,13.163,5.793,-6.341,2.134
1638655240561,2021-12-04T16:00:40.561,13.204,6.341,-7.073,4.451
1638655240601,2021-12-04T16:00:40.601,13.244,6.341,-9.695,6.220
1638655240642,2021-12-04T16:00:40.642,13.285,6.037,-11.646,4.634
1638655240683,2021-12-04T16:00:40.683,13.326,4.878,-8.171,0.366
1638655240723,2021-12-04T16:00:40.723,13.366,3.780,-1.280,-1.402
1638655240764,2021-12-04T16:00:40.764,13.407,2.195,2.439,-1.585
1638655240803,2021-12-04T16:00:40.803,13.446,2.256,0.549,-0.976
1638655240844,2021-12-04T16:00:40.844,13.487,4.329,-4.756,0.000
1638655240884,2021-12-04T16:00:40.884,13.527,5.732,-8.659,0.549
1638655240925,2021-12-04T16:00:40.925,13.568,5.793,-12.500,-0.244
1638655240964,2021-12-04T16:00:40.964,13.607,2.988,-15.366,-0.366
1638655241005,2021-12-04T16:00:41.005,13.648,3.232,-16.402,-1.220
