epoch (ms),time (-11:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1638654283442,2021-12-04T15:44:43.442,29.555,-0.125,0.849,0.561
1638654283522,2021-12-04T15:44:43.522,29.635,-0.097,0.849,0.576
1638654283603,2021-12-04T15:44:43.603,29.716,-0.055,0.829,0.572
1638654283683,2021-12-04T15:44:43.683,29.796,-0.038,0.807,0.568
1638654283764,2021-12-04T15:44:43.764,29.877,-0.015,0.800,0.639
1638654283844,2021-12-04T15:44:43.844,29.957,-0.094,0.848,0.653
1638654283925,2021-12-04T15:44:43.925,30.038,-0.219,0.868,0.619
1638654284007,2021-12-04T15:44:44.007,30.120,-0.092,0.696,0.630
1638654284088,2021-12-04T15:44:44.088,30.201,-0.035,0.673,0.696
1638654284168,2021-12-04T15:44:44.168,30.281,-0.025,0.698,0.777
1638654284249,2021-12-04T15:44:44.249,30.362,0.131,0.757,0.773
1638654284329,2021-12-04T15:44:44.329,30.442,0.004,0.550,0.811
1638654284410,2021-12-04T15:44:44.410,30.523,-0.151,0.482,0.840
1638654284490,2021-12-04T15:44:44.490,30.603,-0.017,0.542,0.896
1638654284571,2021-12-04T15:44:44.571,30.684,0.012,0.550,0.939
1638654284653,2021-12-04T15:44:44.653,30.766,-0.056,0.583,0.914
1638654284734,2021-12-04T15:44:44.734,30.847,-0.046,0.537,0.882
1638654284814,2021-12-04T15:44:44.814,30.927,-0.042,0.489,0.871
1638654284895,2021-12-04T15:44:44.895,31.008,-0.049,0.467,0.894
1638654284975,2021-12-04T15:44:44.975,31.088,-0.060,0.510,0.896
1638654285056,2021-12-04T15:44:45.056,31.169,-0.083,0.525,0.874
1638654285136,2021-12-04T15:44:45.136,31.249,-0.085,0.492,0.873
1638654285217,2021-12-04T15:44:45.217,31.330,-0.099,0.487,0.891
1638654285299,2021-12-04T15:44:45.299,31.412,-0.135,0.506,0.891
1638654285380,2021-12-04T15:44:45.380,31.493,-0.152,0.523,0.869
1638654285460,2021-12-04T15:44:45.460,31.573,-0.149,0.512,0.865
1638654285541,2021-12-04T15:44:45.541,31.654,-0.134,0.504,0.869
1638654285621,2021-12-04T15:44:45.621,31.734,-0.110,0.492,0.890
1638654285702,2021-12-04T15:44:45.702,31.815,-0.132,0.503,0.896
1638654285782,2021-12-04T15:44:45.782,31.895,-0.128,0.495,0.897
1638654285863,2021-12-04T15:44:45.863,31.976,-0.126,0.467,0.888
1638654285944,2021-12-04T15:44:45.944,32.057,-0.081,0.453,0.878
1638654286026,2021-12-04T15:44:46.026,32.139,-0.073,0.502,0.873
1638654286106,2021-12-04T15:44:46.106,32.219,-0.036,0.520,0.887
1638654286187,2021-12-04T15:44:46.187,32.300,-0.097,0.524,0.877
1638654286267,2021-12-04T15:44:46.267,32.380,-0.055,0.468,0.880
1638654286348,2021-12-04T15:44:46.348,32.461,-0.068,0.437,0.913
1638654286428,2021-12-04T15:44:46.428,32.541,-0.069,0.462,0.921
1638654286509,2021-12-04T15:44:46.509,32.622,-0.063,0.453,0.916
1638654286590,2021-12-04T15:44:46.590,32.703,-0.076,0.452,0.922
1638654286672,2021-12-04T15:44:46.672,32.785,-0.070,0.468,0.927
1638654286752,2021-12-04T15:44:46.752,32.865,-0.068,0.476,0.941
1638654286833,2021-12-04T15:44:46.833,32.946,-0.082,0.483,0.893
1638654286913,2021-12-04T15:44:46.913,33.026,-0.022,0.467,0.880
1638654286994,2021-12-04T15:44:46.994,33.107,-0.004,0.446,0.870
1638654287074,2021-12-04T15:44:47.074,33.187,-0.068,0.480,0.832
1638654287155,2021-12-04T15:44:47.155,33.268,-0.085,0.506,0.800
1638654287236,2021-12-04T15:44:47.236,33.349,-0.057,0.564,0.789
1638654287318,2021-12-04T15:44:47.318,33.431,-0.044,0.605,0.805
1638654287398,2021-12-04T15:44:47.398,33.511,-0.120,0.634,0.797
1638654287479,2021-12-04T15:44:47.479,33.592,-0.132,0.604,0.788
1638654287559,2021-12-04T15:44:47.559,33.672,-0.102,0.513,0.812
1638654287640,2021-12-04T15:44:47.640,33.753,-0.072,0.440,0.836
1638654287720,2021-12-04T15:44:47.720,33.833,-0.045,0.423,0.882
1638654287801,2021-12-04T15:44:47.801,33.914,-0.021,0.419,0.956
1638654287882,2021-12-04T15:44:47.882,33.995,-0.139,0.418,1.009
1638654287962,2021-12-04T15:44:47.962,34.075,-0.112,0.373,1.025
1638654288044,2021-12-04T15:44:48.044,34.157,-0.136,0.343,1.015
1638654288125,2021-12-04T15:44:48.125,34.238,-0.127,0.300,1.021
1638654288205,2021-12-04T15:44:48.205,34.318,-0.107,0.304,1.016
1638654288286,2021-12-04T15:44:48.286,34.399,-0.121,0.307,0.991
1638654288366,2021-12-04T15:44:48.366,34.479,-0.140,0.291,0.971
1638654288447,2021-12-04T15:44:48.447,34.560,-0.140,0.268,0.965
1638654288527,2021-12-04T15:44:48.527,34.640,-0.116,0.253,0.982
1638654288608,2021-12-04T15:44:48.608,34.721,-0.122,0.250,0.995
1638654288690,2021-12-04T15:44:48.690,34.803,-0.142,0.244,0.998
1638654288771,2021-12-04T15:44:48.771,34.884,-0.126,0.239,0.999
1638654288851,2021-12-04T15:44:48.851,34.964,-0.108,0.243,0.976
1638654288932,2021-12-04T15:44:48.932,35.045,-0.105,0.241,0.954
1638654289012,2021-12-04T15:44:49.012,35.125,-0.115,0.251,0.955
1638654289093,2021-12-04T15:44:49.093,35.206,-0.127,0.267,0.973
1638654289173,2021-12-04T15:44:49.173,35.286,-0.143,0.290,0.979
1638654289254,2021-12-04T15:44:49.254,35.367,-0.142,0.291,0.982
1638654289336,2021-12-04T15:44:49.336,35.449,-0.153,0.277,0.986
1638654289417,2021-12-04T15:44:49.417,35.530,-0.144,0.278,1.004
1638654289497,2021-12-04T15:44:49.497,35.610,-0.145,0.290,1.025
1638654289578,2021-12-04T15:44:49.578,35.691,-0.140,0.308,1.019
1638654289658,2021-12-04T15:44:49.658,35.771,-0.111,0.319,1.008
1638654289739,2021-12-04T15:44:49.739,35.852,-0.145,0.350,0.957
1638654289819,2021-12-04T15:44:49.819,35.932,-0.111,0.371,0.917
1638654289900,2021-12-04T15:44:49.900,36.013,-0.055,0.406,0.878
1638654289981,2021-12-04T15:44:49.981,36.094,-0.044,0.432,0.856
1638654290063,2021-12-04T15:44:50.063,36.176,-0.064,0.497,0.817
1638654290143,2021-12-04T15:44:50.143,36.256,-0.038,0.549,0.758
1638654290224,2021-12-04T15:44:50.224,36.337,-0.042,0.571,0.727
1638654290304,2021-12-04T15:44:50.304,36.417,-0.047,0.657,0.715
1638654290385,2021-12-04T15:44:50.385,36.498,-0.048,0.710,0.662
1638654290465,2021-12-04T15:44:50.465,36.578,-0.071,0.745,0.616
1638654290546,2021-12-04T15:44:50.546,36.659,-0.041,0.794,0.580
1638654290627,2021-12-04T15:44:50.627,36.740,-0.025,0.831,0.536
1638654290709,2021-12-04T15:44:50.709,36.822,-0.029,0.870,0.501
1638654290789,2021-12-04T15:44:50.789,36.902,-0.033,0.855,0.484
1638654290870,2021-12-04T15:44:50.870,36.983,-0.039,0.851,0.478
1638654290950,2021-12-04T15:44:50.950,37.063,-0.058,0.898,0.459
1638654291031,2021-12-04T15:44:51.031,37.144,-0.060,0.909,0.450
1638654291111,2021-12-04T15:44:51.111,37.224,-0.033,0.908,0.460
1638654291192,2021-12-04T15:44:51.192,37.305,-0.008,0.895,0.457
1638654291273,2021-12-04T15:44:51.273,37.386,0.010,0.879,0.456
1638654291353,2021-12-04T15:44:51.353,37.466,-0.002,0.902,0.470
1638654291435,2021-12-04T15:44:51.435,37.548,-0.064,0.908,0.477
1638654291516,2021-12-04T15:44:51.516,37.629,-0.049,0.865,0.480
1638654291596,2021-12-04T15:44:51.596,37.709,-0.038,0.879,0.478
1638654291677,2021-12-04T15:44:51.677,37.790,-0.041,0.896,0.479
1638654291757,2021-12-04T15:44:51.757,37.870,-0.042,0.880,0.499
1638654291838,2021-12-04T15:44:51.838,37.951,-0.050,0.860,0.515
1638654291919,2021-12-04T15:44:51.919,38.032,-0.037,0.865,0.521
1638654291999,2021-12-04T15:44:51.999,38.112,-0.031,0.861,0.525
1638654292081,2021-12-04T15:44:52.081,38.194,-0.027,0.857,0.534
1638654292162,2021-12-04T15:44:52.162,38.275,-0.015,0.849,0.541
1638654292242,2021-12-04T15:44:52.242,38.355,-0.020,0.842,0.544
1638654292323,2021-12-04T15:44:52.323,38.436,-0.029,0.842,0.546
1638654292403,2021-12-04T15:44:52.403,38.516,-0.020,0.847,0.549
1638654292484,2021-12-04T15:44:52.484,38.597,-0.013,0.847,0.552
1638654292565,2021-12-04T15:44:52.565,38.678,-0.008,0.840,0.552
1638654292645,2021-12-04T15:44:52.645,38.758,-0.013,0.839,0.551
1638654292727,2021-12-04T15:44:52.727,38.840,-0.010,0.842,0.551
1638654292808,2021-12-04T15:44:52.808,38.921,-0.008,0.842,0.554
1638654292888,2021-12-04T15:44:52.888,39.001,-0.008,0.838,0.554
1638654292969,2021-12-04T15:44:52.969,39.082,-0.008,0.840,0.555
1638654293049,2021-12-04T15:44:53.049,39.162,-0.008,0.840,0.555
1638654293130,2021-12-04T15:44:53.130,39.243,-0.008,0.839,0.552
1638654293211,2021-12-04T15:44:53.211,39.324,-0.004,0.839,0.551
1638654293291,2021-12-04T15:44:53.291,39.404,-0.013,0.841,0.551
1638654293373,2021-12-04T15:44:53.373,39.486,-0.012,0.845,0.555
1638654293454,2021-12-04T15:44:53.454,39.567,-0.002,0.847,0.554
1638654293534,2021-12-04T15:44:53.534,39.647,0.001,0.839,0.553
1638654293615,2021-12-04T15:44:53.615,39.728,-0.002,0.842,0.555
1638654293695,2021-12-04T15:44:53.695,39.808,-0.008,0.841,0.559
1638654293776,2021-12-04T15:44:53.776,39.889,-0.008,0.838,0.561
1638654293857,2021-12-04T15:44:53.857,39.970,-0.009,0.833,0.565
1638654293937,2021-12-04T15:44:53.937,40.050,-0.014,0.833,0.570
1638654294019,2021-12-04T15:44:54.019,40.132,-0.015,0.829,0.583
1638654294100,2021-12-04T15:44:54.100,40.213,-0.022,0.814,0.590
1638654294180,2021-12-04T15:44:54.180,40.293,-0.034,0.803,0.584
1638654294261,2021-12-04T15:44:54.261,40.374,0.003,0.823,0.557
1638654294341,2021-12-04T15:44:54.341,40.454,0.020,0.857,0.536
1638654294422,2021-12-04T15:44:54.422,40.535,0.079,0.868,0.542
1638654294503,2021-12-04T15:44:54.503,40.616,0.074,0.840,0.626
1638654294585,2021-12-04T15:44:54.585,40.698,0.001,0.845,0.603
1638654294665,2021-12-04T15:44:54.665,40.778,-0.091,0.799,0.602
1638654294746,2021-12-04T15:44:54.746,40.859,0.053,0.782,0.622
1638654294826,2021-12-04T15:44:54.826,40.939,0.053,0.786,0.642
1644945750905,2022-02-15T11:22:30.905,6291497.000,0.031,0.780,0.640
1644945750986,2022-02-15T11:22:30.986,6291497.000,-0.005,0.749,0.648
1644945751066,2022-02-15T11:22:31.066,6291497.000,-0.039,0.699,0.644
1644945751147,2022-02-15T11:22:31.147,6291497.500,-0.075,0.768,0.666
1644945751229,2022-02-15T11:22:31.229,6291497.500,0.047,0.848,0.667
1644945751309,2022-02-15T11:22:31.309,6291497.500,0.067,0.784,0.646
1644945751390,2022-02-15T11:22:31.390,6291497.500,0.081,0.774,0.634
1644945751470,2022-02-15T11:22:31.470,6291497.500,0.079,0.798,0.636
1644945751551,2022-02-15T11:22:31.551,6291497.500,0.082,0.791,0.638
1644945751632,2022-02-15T11:22:31.632,6291498.000,0.050,0.771,0.643
1644945751712,2022-02-15T11:22:31.712,6291498.000,0.054,0.771,0.647
1644945751793,2022-02-15T11:22:31.793,6291498.000,0.056,0.772,0.650
1644945751875,2022-02-15T11:22:31.875,6291498.000,0.056,0.769,0.648
1644945751955,2022-02-15T11:22:31.955,6291498.000,0.062,0.772,0.646
1644945752036,2022-02-15T11:22:32.036,6291498.000,0.062,0.777,0.648
1644945752116,2022-02-15T11:22:32.116,6291498.000,0.063,0.774,0.648
1644945752197,2022-02-15T11:22:32.197,6291498.500,0.064,0.771,0.651
1644945752278,2022-02-15T11:22:32.278,6291498.500,0.067,0.766,0.653
1644945752358,2022-02-15T11:22:32.358,6291498.500,0.065,0.763,0.655
1644945752439,2022-02-15T11:22:32.439,6291498.500,0.063,0.762,0.658
1644945752521,2022-02-15T11:22:32.521,6291498.500,0.059,0.761,0.659
1644945752601,2022-02-15T11:22:32.601,6291498.500,0.053,0.755,0.662
1644945752682,2022-02-15T11:22:32.682,6291499.000,0.057,0.758,0.663
1644945752762,2022-02-15T11:22:32.762,6291499.000,0.058,0.765,0.660
1644945752843,2022-02-15T11:22:32.843,6291499.000,0.058,0.767,0.658
1644945752924,2022-02-15T11:22:32.924,6291499.000,0.053,0.762,0.657
1644945753004,2022-02-15T11:22:33.004,6291499.000,0.049,0.764,0.658
1644945753085,2022-02-15T11:22:33.085,6291499.000,0.051,0.768,0.655
1644945753167,2022-02-15T11:22:33.167,6291499.500,0.054,0.768,0.657
1644945753247,2022-02-15T11:22:33.247,6291499.500,0.054,0.764,0.659
1644945753328,2022-02-15T11:22:33.328,6291499.500,0.054,0.763,0.659
1644945753408,2022-02-15T11:22:33.408,6291499.500,0.055,0.763,0.659
1644945753489,2022-02-15T11:22:33.489,6291499.500,0.059,0.763,0.659
1644945753570,2022-02-15T11:22:33.570,6291499.500,0.063,0.767,0.659
1644945753650,2022-02-15T11:22:33.650,6291499.500,0.064,0.763,0.658
1644945753731,2022-02-15T11:22:33.731,6291500.000,0.063,0.764,0.657
1644945753811,2022-02-15T11:22:33.811,6291500.000,0.060,0.763,0.660
1644945753893,2022-02-15T11:22:33.893,6291500.000,0.057,0.762,0.662
1644945753974,2022-02-15T11:22:33.974,6291500.000,0.053,0.760,0.662
1644945754054,2022-02-15T11:22:34.054,6291500.000,0.053,0.757,0.662
1644945754135,2022-02-15T11:22:34.135,6291500.000,0.055,0.762,0.660
1644945754216,2022-02-15T11:22:34.216,6291500.500,0.056,0.764,0.661
1644945754296,2022-02-15T11:22:34.296,6291500.500,0.056,0.764,0.659
1644945754377,2022-02-15T11:22:34.377,6291500.500,0.055,0.766,0.658
1644945754457,2022-02-15T11:22:34.457,6291500.500,0.055,0.764,0.660
1644945754539,2022-02-15T11:22:34.539,6291500.500,0.053,0.761,0.663
1644945754620,2022-02-15T11:22:34.620,6291500.500,0.054,0.762,0.665
1644945754700,2022-02-15T11:22:34.700,6291501.000,0.052,0.756,0.664
1644945754781,2022-02-15T11:22:34.781,6291501.000,0.053,0.758,0.665
1644945754862,2022-02-15T11:22:34.862,6291501.000,0.057,0.760,0.665
1644945754942,2022-02-15T11:22:34.942,6291501.000,0.055,0.759,0.664
1644945755023,2022-02-15T11:22:35.023,6291501.000,0.056,0.759,0.663
1644945755105,2022-02-15T11:22:35.105,6291501.000,0.055,0.758,0.666
1644945755185,2022-02-15T11:22:35.185,6291501.000,0.053,0.755,0.667
1644945755266,2022-02-15T11:22:35.266,6291501.500,0.047,0.753,0.668
1644945755346,2022-02-15T11:22:35.346,6291501.500,0.055,0.767,0.669
1644945755427,2022-02-15T11:22:35.427,6291501.500,0.058,0.779,0.662
1644945755508,2022-02-15T11:22:35.508,6291501.500,0.059,0.771,0.664
1644945755588,2022-02-15T11:22:35.588,6291501.500,0.046,0.772,0.635
1644945755669,2022-02-15T11:22:35.669,6291501.500,0.009,0.793,0.570
1644945755749,2022-02-15T11:22:35.749,6291502.000,0.039,0.847,0.600
1644945755831,2022-02-15T11:22:35.831,6291502.000,0.017,0.814,0.547
1644945755912,2022-02-15T11:22:35.912,6291502.000,0.013,0.863,0.508
1644945755992,2022-02-15T11:22:35.992,6291502.000,0.008,0.868,0.474
1644945756073,2022-02-15T11:22:36.073,6291502.000,-0.013,0.884,0.427
1644945756154,2022-02-15T11:22:36.154,6291502.000,-0.044,0.915,0.376
1644945756234,2022-02-15T11:22:36.234,6291502.500,-0.047,0.954,0.322
1644945756315,2022-02-15T11:22:36.315,6291502.500,-0.042,0.962,0.294
1644945756395,2022-02-15T11:22:36.395,6291502.500,-0.068,0.967,0.269
1644945756477,2022-02-15T11:22:36.477,6291502.500,-0.066,0.961,0.251
1644945756558,2022-02-15T11:22:36.558,6291502.500,-0.054,0.972,0.218
1644945756638,2022-02-15T11:22:36.638,6291502.500,-0.031,1.001,0.187
1644945756719,2022-02-15T11:22:36.719,6291502.500,0.011,1.004,0.155
1644945756800,2022-02-15T11:22:36.800,6291503.000,-0.021,0.991,0.131
1644945756880,2022-02-15T11:22:36.880,6291503.000,-0.027,0.993,0.112
1644945756961,2022-02-15T11:22:36.961,6291503.000,-0.014,0.990,0.105
1644945757041,2022-02-15T11:22:37.041,6291503.000,-0.047,0.989,0.102
1644945757123,2022-02-15T11:22:37.123,6291503.000,-0.067,1.002,0.101
1644945757204,2022-02-15T11:22:37.204,6291503.000,-0.068,0.997,0.111
1644945757284,2022-02-15T11:22:37.284,6291503.500,-0.071,0.982,0.120
1644945757365,2022-02-15T11:22:37.365,6291503.500,-0.064,0.983,0.123
1644945757446,2022-02-15T11:22:37.446,6291503.500,-0.055,0.986,0.113
1644945757526,2022-02-15T11:22:37.526,6291503.500,-0.045,0.990,0.102
1644945757607,2022-02-15T11:22:37.607,6291503.500,-0.040,0.994,0.097
1644945757687,2022-02-15T11:22:37.687,6291503.500,-0.054,0.984,0.104
1644945757769,2022-02-15T11:22:37.769,6291504.000,-0.067,0.982,0.106
1644945757850,2022-02-15T11:22:37.850,6291504.000,-0.063,0.988,0.100
1644945757930,2022-02-15T11:22:37.930,6291504.000,-0.042,0.995,0.091
1644945758011,2022-02-15T11:22:38.011,6291504.000,-0.044,0.995,0.089
1644945758092,2022-02-15T11:22:38.092,6291504.000,-0.043,0.998,0.083
1644945758172,2022-02-15T11:22:38.172,6291504.000,-0.042,1.001,0.077
1644945758253,2022-02-15T11:22:38.253,6291504.000,-0.038,0.999,0.066
1644945758333,2022-02-15T11:22:38.333,6291504.500,-0.053,0.991,0.071
1644945758415,2022-02-15T11:22:38.415,6291504.500,-0.070,0.984,0.071
1644945758496,2022-02-15T11:22:38.496,6291504.500,-0.065,0.986,0.071
1644945758576,2022-02-15T11:22:38.576,6291504.500,-0.049,0.992,0.070
1644945758657,2022-02-15T11:22:38.657,6291504.500,-0.073,0.996,0.066
1644945758738,2022-02-15T11:22:38.738,6291504.500,-0.076,0.995,0.070
1644945758818,2022-02-15T11:22:38.818,6291505.000,-0.082,0.996,0.066
1644945758899,2022-02-15T11:22:38.899,6291505.000,-0.080,0.999,0.072
1644945758979,2022-02-15T11:22:38.979,6291505.000,-0.055,0.971,0.089
1644945759060,2022-02-15T11:22:39.060,6291505.000,-0.087,0.964,0.067
1644945759142,2022-02-15T11:22:39.142,6291505.000,-0.075,1.007,0.060
1644945759222,2022-02-15T11:22:39.222,6291505.000,-0.070,1.004,0.068
1644945759303,2022-02-15T11:22:39.303,6291505.500,-0.041,0.994,0.069
1644945759384,2022-02-15T11:22:39.384,6291505.500,-0.103,0.989,0.074
1644945759464,2022-02-15T11:22:39.464,6291505.500,-0.168,0.971,0.096
1644945759545,2022-02-15T11:22:39.545,6291505.500,-0.157,0.977,0.092
1644945759625,2022-02-15T11:22:39.625,6291505.500,-0.129,1.021,0.065
1644945759706,2022-02-15T11:22:39.706,6291505.500,-0.119,0.991,0.089
1644945759788,2022-02-15T11:22:39.788,6291505.500,-0.142,0.969,0.090
1644945759868,2022-02-15T11:22:39.868,6291506.000,-0.152,0.988,0.077
1644945759949,2022-02-15T11:22:39.949,6291506.000,-0.150,1.001,0.081
1644945760030,2022-02-15T11:22:40.030,6291506.000,-0.134,0.987,0.085
1644945760110,2022-02-15T11:22:40.110,6291506.000,-0.128,0.969,0.086
1644945760191,2022-02-15T11:22:40.191,6291506.000,-0.137,0.979,0.087
1644945760271,2022-02-15T11:22:40.271,6291506.000,-0.141,0.988,0.091
1644945760352,2022-02-15T11:22:40.352,6291506.500,-0.138,0.983,0.098
1644945760434,2022-02-15T11:22:40.434,6291506.500,-0.134,0.971,0.101
1644945760514,2022-02-15T11:22:40.514,6291506.500,-0.132,0.982,0.093
1644945760595,2022-02-15T11:22:40.595,6291506.500,-0.132,0.997,0.087
1644945760676,2022-02-15T11:22:40.676,6291506.500,-0.138,0.990,0.087
1644945760756,2022-02-15T11:22:40.756,6291506.500,-0.141,0.985,0.088
1644945760837,2022-02-15T11:22:40.837,6291507.000,-0.139,0.982,0.087
1644945760917,2022-02-15T11:22:40.917,6291507.000,-0.142,0.986,0.083
1644945760998,2022-02-15T11:22:40.998,6291507.000,-0.137,0.980,0.084
1644945761080,2022-02-15T11:22:41.080,6291507.000,-0.137,0.986,0.082
1644945761160,2022-02-15T11:22:41.160,6291507.000,-0.136,0.988,0.081
1644945761241,2022-02-15T11:22:41.241,6291507.000,-0.135,0.982,0.086
1644945761322,2022-02-15T11:22:41.322,6291507.000,-0.136,0.978,0.088
1644945761402,2022-02-15T11:22:41.402,6291507.500,-0.134,0.992,0.082
1644945761483,2022-02-15T11:22:41.483,6291507.500,-0.140,1.000,0.077
1644945761563,2022-02-15T11:22:41.563,6291507.500,-0.143,0.983,0.083
1644945761645,2022-02-15T11:22:41.645,6291507.500,-0.143,0.978,0.090
1644945761726,2022-02-15T11:22:41.726,6291507.500,-0.135,0.983,0.092
1644945761806,2022-02-15T11:22:41.806,6291507.500,-0.130,0.989,0.094
1644945761887,2022-02-15T11:22:41.887,6291508.000,-0.131,0.984,0.099
1644945761968,2022-02-15T11:22:41.968,6291508.000,-0.135,0.980,0.104
1644945762048,2022-02-15T11:22:42.048,6291508.000,-0.141,0.986,0.104
1644945762129,2022-02-15T11:22:42.129,6291508.000,-0.135,0.981,0.103
1644945762209,2022-02-15T11:22:42.209,6291508.000,-0.133,0.985,0.100
1644945762291,2022-02-15T11:22:42.291,6291508.000,-0.129,0.984,0.101
1644945762372,2022-02-15T11:22:42.372,6291508.500,-0.133,0.981,0.104
1644945762452,2022-02-15T11:22:42.452,6291508.500,-0.133,0.984,0.102
1644945762533,2022-02-15T11:22:42.533,6291508.500,-0.126,0.985,0.103
1644945762614,2022-02-15T11:22:42.614,6291508.500,-0.121,0.988,0.105
1644945762694,2022-02-15T11:22:42.694,6291508.500,-0.121,0.983,0.104
1644945762775,2022-02-15T11:22:42.775,6291508.500,-0.122,0.983,0.105
1644945762855,2022-02-15T11:22:42.855,6291508.500,-0.116,0.984,0.102
1644945762937,2022-02-15T11:22:42.937,6291509.000,-0.118,0.990,0.096
1644945763018,2022-02-15T11:22:43.018,6291509.000,-0.120,0.992,0.095
1644945763098,2022-02-15T11:22:43.098,6291509.000,-0.122,0.988,0.097
1644945763179,2022-02-15T11:22:43.179,6291509.000,-0.125,0.979,0.099
1644945763260,2022-02-15T11:22:43.260,6291509.000,-0.129,0.980,0.094
1644945763340,2022-02-15T11:22:43.340,6291509.000,-0.128,0.985,0.089
1644945763421,2022-02-15T11:22:43.421,6291510.000,-0.124,0.986,0.092
1644945763501,2022-02-15T11:22:43.501,6291510.000,-0.120,0.984,0.094
1644945763583,2022-02-15T11:22:43.583,6291510.000,-0.127,0.984,0.095
1644945763664,2022-02-15T11:22:43.664,6291510.000,-0.130,0.986,0.090
1644945763744,2022-02-15T11:22:43.744,6291510.000,-0.124,0.992,0.089
1644945763825,2022-02-15T11:22:43.825,6291510.000,-0.130,0.998,0.100
1644945763906,2022-02-15T11:22:43.906,6291510.500,-0.137,0.990,0.113
1644945763986,2022-02-15T11:22:43.986,6291510.500,-0.114,0.964,0.100
1644945764067,2022-02-15T11:22:44.067,6291510.500,-0.065,1.004,0.066
1644945764147,2022-02-15T11:22:44.147,6291510.500,-0.070,1.009,0.063
1644945764229,2022-02-15T11:22:44.229,6291510.500,-0.078,0.983,0.083
1644945764310,2022-02-15T11:22:44.310,6291510.500,-0.122,1.009,0.134
1644945764390,2022-02-15T11:22:44.390,6291510.500,-0.078,0.968,0.129
1644945764471,2022-02-15T11:22:44.471,6291511.000,-0.032,0.994,0.091
1644945764552,2022-02-15T11:22:44.552,6291511.000,-0.109,1.001,0.122
1644945764632,2022-02-15T11:22:44.632,6291511.000,-0.072,0.979,0.127
1644945764713,2022-02-15T11:22:44.713,6291511.000,-0.037,0.975,0.146
1644945764793,2022-02-15T11:22:44.793,6291511.000,-0.014,0.938,0.164
1644945764875,2022-02-15T11:22:44.875,6291511.000,0.014,0.941,0.169
1644945764956,2022-02-15T11:22:44.956,6291511.500,0.020,1.000,0.157
1644945765036,2022-02-15T11:22:45.036,6291511.500,0.001,1.022,0.174
1644945765117,2022-02-15T11:22:45.117,6291511.500,0.004,0.991,0.156
1644945765198,2022-02-15T11:22:45.198,6291511.500,0.052,0.992,0.143
1644945765278,2022-02-15T11:22:45.278,6291511.500,0.064,0.976,0.163
1644945765359,2022-02-15T11:22:45.359,6291511.500,0.042,0.979,0.175
1644945765439,2022-02-15T11:22:45.439,6291511.500,0.036,0.987,0.166
1644945765521,2022-02-15T11:22:45.521,6291512.000,0.041,0.988,0.159
1644945765602,2022-02-15T11:22:45.602,6291512.000,0.046,0.983,0.157
1644945765682,2022-02-15T11:22:45.682,6291512.000,0.049,0.983,0.151
1644945765763,2022-02-15T11:22:45.763,6291512.000,0.045,0.979,0.156
1644945765844,2022-02-15T11:22:45.844,6291512.000,0.042,0.982,0.156
1644945765924,2022-02-15T11:22:45.924,6291512.000,0.045,0.986,0.155
1644945766005,2022-02-15T11:22:46.005,6291512.500,0.042,0.989,0.161
1644945766085,2022-02-15T11:22:46.085,6291512.500,0.043,0.985,0.162
1644945766167,2022-02-15T11:22:46.167,6291512.500,0.051,0.983,0.167
1644945766248,2022-02-15T11:22:46.248,6291512.500,0.042,0.980,0.168
1644945766328,2022-02-15T11:22:46.328,6291512.500,0.033,0.977,0.154
1644945766409,2022-02-15T11:22:46.409,6291512.500,0.040,0.982,0.147
1644945766490,2022-02-15T11:22:46.490,6291513.000,0.040,0.984,0.143
1644945766570,2022-02-15T11:22:46.570,6291513.000,0.040,0.988,0.143
1644945766651,2022-02-15T11:22:46.651,6291513.000,0.040,0.989,0.140
1644945766731,2022-02-15T11:22:46.731,6291513.000,0.042,0.985,0.144
1644945766813,2022-02-15T11:22:46.813,6291513.000,0.047,0.984,0.141
1644945766894,2022-02-15T11:22:46.894,6291513.000,0.045,0.988,0.138
1644945766974,2022-02-15T11:22:46.974,6291513.000,0.045,0.984,0.143
1644945767055,2022-02-15T11:22:47.055,6291513.500,0.050,0.983,0.145
1644945767136,2022-02-15T11:22:47.136,6291513.500,0.050,0.985,0.143
1644945767216,2022-02-15T11:22:47.216,6291513.500,0.044,0.985,0.144
1644945767297,2022-02-15T11:22:47.297,6291513.500,0.044,0.984,0.143
1644945767377,2022-02-15T11:22:47.377,6291513.500,0.047,0.986,0.141
1644945767459,2022-02-15T11:22:47.459,6291513.500,0.046,0.986,0.143
1644945767540,2022-02-15T11:22:47.540,6291514.000,0.041,0.985,0.144
1644945767620,2022-02-15T11:22:47.620,6291514.000,0.042,0.986,0.141
1644945767701,2022-02-15T11:22:47.701,6291514.000,0.048,0.985,0.138
1644945767782,2022-02-15T11:22:47.782,6291514.000,0.045,0.980,0.138
1644945767862,2022-02-15T11:22:47.862,6291514.000,0.045,0.983,0.137
1644945767943,2022-02-15T11:22:47.943,6291514.000,0.042,0.986,0.136
1644945768023,2022-02-15T11:22:48.023,6291514.500,0.037,0.985,0.128
1644945768105,2022-02-15T11:22:48.105,6291514.500,0.047,1.000,0.121
1644945768186,2022-02-15T11:22:48.186,6291514.500,0.046,0.999,0.121
1644945768266,2022-02-15T11:22:48.266,6291514.500,0.050,0.987,0.125
