epoch (ms),time (-11:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638655171381,2021-12-04T15:59:31.381,0.000,10.854,-2.927,2.500
1638655171421,2021-12-04T15:59:31.421,0.040,11.890,-3.232,2.256
1638655171462,2021-12-04T15:59:31.462,0.081,14.695,-4.024,1.646
1638655171501,2021-12-04T15:59:31.501,0.120,17.073,-5.427,0.122
1638655171542,2021-12-04T15:59:31.542,0.161,17.866,-7.195,-1.585
1638655171582,2021-12-04T15:59:31.582,0.201,18.537,-9.207,-2.317
1638655171623,2021-12-04T15:59:31.623,0.242,18.720,-9.085,-2.561
1638655171664,2021-12-04T15:59:31.664,0.283,19.390,-9.451,-2.256
1638655171703,2021-12-04T15:59:31.703,0.322,21.037,-10.488,-0.671
1638655171744,2021-12-04T15:59:31.744,0.363,22.439,-9.817,-1.037
1638655171784,2021-12-04T15:59:31.784,0.403,23.598,-9.878,-2.805
1638655171825,2021-12-04T15:59:31.825,0.444,25.488,-9.512,-2.561
1638655171864,2021-12-04T15:59:31.864,0.483,26.646,-7.683,-1.524
1638655171905,2021-12-04T15:59:31.905,0.524,27.683,-10.000,-0.366
1638655171945,2021-12-04T15:59:31.945,0.564,28.232,-12.500,-0.793
1638655171986,2021-12-04T15:59:31.986,0.605,28.171,-14.329,-4.878
1638655172027,2021-12-04T15:59:32.027,0.646,28.171,-17.195,-8.476
1638655172067,2021-12-04T15:59:32.067,0.686,28.963,-20.488,-10.183
1638655172108,2021-12-04T15:59:32.108,0.727,28.537,-22.012,-10.915
1638655172147,2021-12-04T15:59:32.147,0.766,27.866,-20.854,-10.427
1638655172188,2021-12-04T15:59:32.188,0.807,26.707,-19.146,-8.293
1638655172229,2021-12-04T15:59:32.229,0.848,24.390,-17.988,-6.890
1638655172269,2021-12-04T15:59:32.269,0.888,22.073,-15.488,-7.622
1638655172310,2021-12-04T15:59:32.310,0.929,20.183,-13.049,-6.707
1638655172349,2021-12-04T15:59:32.349,0.968,18.598,-11.768,-2.744
1638655172390,2021-12-04T15:59:32.390,1.009,17.683,-10.183,-0.793
1638655172430,2021-12-04T15:59:32.430,1.049,16.707,-8.110,-0.915
1638655172471,2021-12-04T15:59:32.471,1.090,16.829,-5.549,-0.854
1638655172510,2021-12-04T15:59:32.510,1.129,16.037,-2.622,-1.829
